# parameters
version_bit_string:13816762181795971082,seed:5489,burn_in:100000,num_iter:1000000,stats_thin:1000,block_penalty:50,prior_rate_mean:1,window_size:50,partition_length:4001,overlap_length:200,pade_resolution:10,pade_max:1000,max_lk_start:0.001,max_lk_resolution:0.001,num_snps:27553,num_snp_partitions:6,num_samps:1000
left_snp right_snp mean p0.025 p0.500 p0.975
230 236 1.9131e-02 1.7732e-02 1.9175e-02 2.0777e-02
236 282 1.9131e-02 1.7732e-02 1.9175e-02 2.0777e-02
282 294 1.9131e-02 1.7732e-02 1.9175e-02 2.0777e-02
294 297 1.9131e-02 1.7732e-02 1.9175e-02 2.0777e-02
297 330 1.9131e-02 1.7732e-02 1.9175e-02 2.0777e-02
330 385 1.9131e-02 1.7732e-02 1.9175e-02 2.0777e-02
385 438 1.9131e-02 1.7732e-02 1.9175e-02 2.0777e-02
438 448 1.9131e-02 1.7732e-02 1.9175e-02 2.0777e-02
448 461 1.9131e-02 1.7732e-02 1.9175e-02 2.0777e-02
461 466 1.9131e-02 1.7732e-02 1.9175e-02 2.0777e-02
466 485 1.9131e-02 1.7732e-02 1.9175e-02 2.0777e-02
485 504 1.9131e-02 1.7732e-02 1.9175e-02 2.0777e-02
504 510 1.9131e-02 1.7732e-02 1.9175e-02 2.0777e-02
510 535 1.9131e-02 1.7732e-02 1.9175e-02 2.0777e-02
535 541 1.9131e-02 1.7732e-02 1.9175e-02 2.0777e-02
541 546 1.9131e-02 1.7732e-02 1.9175e-02 2.0777e-02
546 553 1.9131e-02 1.7732e-02 1.9175e-02 2.0777e-02
553 593 1.9131e-02 1.7732e-02 1.9175e-02 2.0777e-02
593 594 1.9131e-02 1.7732e-02 1.9175e-02 2.0777e-02
594 602 1.9131e-02 1.7732e-02 1.9175e-02 2.0777e-02
602 632 1.9131e-02 1.7732e-02 1.9175e-02 2.0777e-02
632 648 1.9131e-02 1.7732e-02 1.9175e-02 2.0777e-02
648 649 1.9131e-02 1.7732e-02 1.9175e-02 2.0777e-02
649 678 1.9131e-02 1.7732e-02 1.9175e-02 2.0777e-02
678 698 1.9131e-02 1.7732e-02 1.9175e-02 2.0777e-02
698 706 1.9131e-02 1.7732e-02 1.9175e-02 2.0777e-02
706 707 1.9131e-02 1.7732e-02 1.9175e-02 2.0777e-02
707 721 1.9131e-02 1.7732e-02 1.9175e-02 2.0777e-02
721 722 1.9131e-02 1.7732e-02 1.9175e-02 2.0777e-02
722 727 1.9131e-02 1.7732e-02 1.9175e-02 2.0777e-02
727 747 1.9131e-02 1.7732e-02 1.9175e-02 2.0777e-02
747 760 1.9131e-02 1.7732e-02 1.9175e-02 2.0777e-02
760 767 1.9131e-02 1.7732e-02 1.9175e-02 2.0777e-02
767 805 1.9131e-02 1.7732e-02 1.9175e-02 2.0777e-02
805 829 1.9131e-02 1.7732e-02 1.9175e-02 2.0777e-02
829 830 1.9131e-02 1.7732e-02 1.9175e-02 2.0777e-02
830 849 1.9131e-02 1.7732e-02 1.9175e-02 2.0777e-02
849 866 1.9131e-02 1.7732e-02 1.9175e-02 2.0777e-02
866 904 1.9131e-02 1.7732e-02 1.9175e-02 2.0777e-02
904 925 1.9131e-02 1.7732e-02 1.9175e-02 2.0777e-02
925 945 1.9131e-02 1.7732e-02 1.9175e-02 2.0777e-02
945 954 1.9131e-02 1.7732e-02 1.9175e-02 2.0777e-02
954 955 1.9131e-02 1.7732e-02 1.9175e-02 2.0777e-02
955 966 1.9131e-02 1.7732e-02 1.9175e-02 2.0777e-02
966 979 1.9131e-02 1.7732e-02 1.9175e-02 2.0777e-02
979 995 1.9131e-02 1.7732e-02 1.9175e-02 2.0777e-02
995 1037 1.9131e-02 1.7732e-02 1.9175e-02 2.0777e-02
1037 1048 1.9131e-02 1.7732e-02 1.9175e-02 2.0777e-02
1048 1077 1.9131e-02 1.7732e-02 1.9175e-02 2.0777e-02
1077 1089 1.9131e-02 1.7732e-02 1.9175e-02 2.0777e-02
1089 1090 1.9131e-02 1.7732e-02 1.9175e-02 2.0777e-02
1090 1172 1.9131e-02 1.7732e-02 1.9175e-02 2.0777e-02
1172 1173 1.9131e-02 1.7732e-02 1.9175e-02 2.0777e-02
1173 1193 1.9131e-02 1.7732e-02 1.9175e-02 2.0777e-02
1193 1210 1.9131e-02 1.7732e-02 1.9175e-02 2.0777e-02
1210 1220 1.9131e-02 1.7732e-02 1.9175e-02 2.0777e-02
1220 1254 1.9131e-02 1.7732e-02 1.9175e-02 2.0777e-02
