# parameters
version_bit_string:13816762181795971082,seed:5489,burn_in:100000,num_iter:1000000,stats_thin:1000,block_penalty:50,prior_rate_mean:1,window_size:50,partition_length:4001,overlap_length:200,pade_resolution:10,pade_max:1000,max_lk_start:0.001,max_lk_resolution:0.001,num_snps:14200,num_snp_partitions:3,num_samps:1000
 left_snp right_snp mean p0.025 p0.500 p0.975
198 217 3.1977e-02 2.6623e-02 3.1766e-02 3.8028e-02
217 253 3.1977e-02 2.6623e-02 3.1766e-02 3.8028e-02
253 266 3.1977e-02 2.6623e-02 3.1766e-02 3.8028e-02
266 267 3.1977e-02 2.6623e-02 3.1766e-02 3.8028e-02
267 293 3.1977e-02 2.6623e-02 3.1766e-02 3.8028e-02
293 301 3.1977e-02 2.6623e-02 3.1766e-02 3.8028e-02
301 302 3.1977e-02 2.6623e-02 3.1766e-02 3.8028e-02
302 306 3.1977e-02 2.6623e-02 3.1766e-02 3.8028e-02
306 322 3.1977e-02 2.6623e-02 3.1766e-02 3.8028e-02
322 344 3.1977e-02 2.6623e-02 3.1766e-02 3.8028e-02
344 350 3.1977e-02 2.6623e-02 3.1766e-02 3.8028e-02
350 380 3.1977e-02 2.6623e-02 3.1766e-02 3.8028e-02
380 896 3.1977e-02 2.6623e-02 3.1766e-02 3.8028e-02
896 1012 3.1977e-02 2.6623e-02 3.1766e-02 3.8028e-02
1012 1027 3.1977e-02 2.6623e-02 3.1766e-02 3.8028e-02
1027 1043 3.1977e-02 2.6623e-02 3.1766e-02 3.8028e-02
1043 1048 3.1977e-02 2.6623e-02 3.1766e-02 3.8028e-02
1048 1049 3.1977e-02 2.6623e-02 3.1766e-02 3.8028e-02
1049 1060 3.1977e-02 2.6623e-02 3.1766e-02 3.8028e-02
1060 1249 3.1977e-02 2.6623e-02 3.1766e-02 3.8028e-02
1249 1268 3.1977e-02 2.6623e-02 3.1766e-02 3.8028e-02
1268 1295 3.1977e-02 2.6623e-02 3.1766e-02 3.8028e-02
1295 1312 3.1977e-02 2.6623e-02 3.1766e-02 3.8028e-02
1312 1321 3.1977e-02 2.6623e-02 3.1766e-02 3.8028e-02
1321 1343 3.1977e-02 2.6623e-02 3.1766e-02 3.8028e-02
1343 1370 3.1977e-02 2.6623e-02 3.1766e-02 3.8028e-02
1370 1379 3.1977e-02 2.6623e-02 3.1766e-02 3.8028e-02
1379 1385 3.1977e-02 2.6623e-02 3.1766e-02 3.8028e-02
1385 1397 3.1977e-02 2.6623e-02 3.1766e-02 3.8028e-02
1397 1670 3.1977e-02 2.6623e-02 3.1766e-02 3.8028e-02
1670 1730 3.1977e-02 2.6623e-02 3.1766e-02 3.8028e-02
1730 1763 6.5114e-05 5.7913e-05 6.4629e-05 7.1681e-05
1763 2849 6.5114e-05 5.7913e-05 6.4629e-05 7.1681e-05
2849 3090 6.5114e-05 5.7913e-05 6.4629e-05 7.1681e-05
3090 3697 6.5114e-05 5.7913e-05 6.4629e-05 7.1681e-05
3697 5004 6.5114e-05 5.7913e-05 6.4629e-05 7.1681e-05
5004 5156 6.5114e-05 5.7913e-05 6.4629e-05 7.1681e-05
5156 5173 6.5114e-05 5.7913e-05 6.4629e-05 7.1681e-05
5173 5903 6.5114e-05 5.7913e-05 6.4629e-05 7.1681e-05
5903 7102 6.5114e-05 5.7913e-05 6.4629e-05 7.1681e-05
7102 7204 6.5114e-05 5.7913e-05 6.4629e-05 7.1681e-05
7204 8283 6.5114e-05 5.7913e-05 6.4629e-05 7.1681e-05
8283 8738 6.5114e-05 5.7913e-05 6.4629e-05 7.1681e-05
8738 11917 6.5114e-05 5.7913e-05 6.4629e-05 7.1681e-05
11917 12827 6.5114e-05 5.7913e-05 6.4629e-05 7.1681e-05
12827 12888 6.5114e-05 5.7913e-05 6.4629e-05 7.1681e-05
12888 14330 6.5114e-05 5.7913e-05 6.4629e-05 7.1681e-05
14330 14828 6.5114e-05 5.7913e-05 6.4629e-05 7.1681e-05
14828 17185 6.5114e-05 5.7913e-05 6.4629e-05 7.1681e-05
17185 17318 6.5114e-05 5.7913e-05 6.4629e-05 7.1681e-05
17318 23158 6.5114e-05 5.7913e-05 6.4629e-05 7.1681e-05
23158 23620 6.5114e-05 5.7913e-05 6.4629e-05 7.1681e-05
23620 24873 6.5114e-05 5.7913e-05 6.4629e-05 7.1681e-05
24873 25922 6.5114e-05 5.7913e-05 6.4629e-05 7.1681e-05
25922 26943 6.5114e-05 5.7913e-05 6.4629e-05 7.1681e-05
26943 31558 6.5114e-05 5.7913e-05 6.4629e-05 7.1681e-05
31558 34589 6.5114e-05 5.7913e-05 6.4629e-05 7.1681e-05
34589 36842 6.5114e-05 5.7913e-05 6.4629e-05 7.1681e-05
36842 41129 6.5114e-05 5.7913e-05 6.4629e-05 7.1681e-05
41129 41809 6.5114e-05 5.7913e-05 6.4629e-05 7.1681e-05
41809 42108 6.5114e-05 5.7913e-05 6.4629e-05 7.1681e-05
42108 42205 6.5114e-05 5.7913e-05 6.4629e-05 7.1681e-05
42205 42253 6.5114e-05 5.7913e-05 6.4629e-05 7.1681e-05
42253 42351 6.5114e-05 5.7913e-05 6.4629e-05 7.1681e-05
42351 42364 6.5114e-05 5.7913e-05 6.4629e-05 7.1681e-05
42364 42763 6.5114e-05 5.7913e-05 6.4629e-05 7.1681e-05
42763 42938 6.5114e-05 5.7913e-05 6.4629e-05 7.1681e-05
42938 42940 6.5114e-05 5.7913e-05 6.4629e-05 7.1681e-05
42940 43335 6.5114e-05 5.7913e-05 6.4629e-05 7.1681e-05
43335 43630 6.5114e-05 5.7913e-05 6.4629e-05 7.1681e-05
43630 43632 6.5114e-05 5.7913e-05 6.4629e-05 7.1681e-05
43632 43711 6.5114e-05 5.7913e-05 6.4629e-05 7.1681e-05
43711 44404 6.5114e-05 5.7913e-05 6.4629e-05 7.1681e-05
44404 44458 6.5114e-05 5.7913e-05 6.4629e-05 7.1681e-05
44458 44554 6.5114e-05 5.7913e-05 6.4629e-05 7.1681e-05
44554 44635 6.5114e-05 5.7913e-05 6.4629e-05 7.1681e-05
44635 44816 6.5114e-05 5.7913e-05 6.4629e-05 7.1681e-05
