Node	Beg	End
124-2.whole.wo.indels.fasta.chr-10	1396766	1396877
124-2.whole.wo.indels.fasta.chr-10	1399048	1401407
124-2.whole.wo.indels.fasta.chr-10	1405787	1406386
124-2.whole.wo.indels.fasta.chr-10	1412687	1412795
124-2.whole.wo.indels.fasta.chr-10	1413705	1417455
131-4.whole.wo.indels.fasta.chr-10	64655	64933
131-4.whole.wo.indels.fasta.chr-10	67074	67164
131-4.whole.wo.indels.fasta.chr-10	70985	71010
131-4.whole.wo.indels.fasta.chr-10	479796	482478
131-4.whole.wo.indels.fasta.chr-10	1358580	1359183
132-2.whole.wo.indels.fasta.chr-10	77613	77645
132-2.whole.wo.indels.fasta.chr-10	809236	809343
132-2.whole.wo.indels.fasta.chr-10	1767115	1767212
134-1.whole.wo.indels.fasta.chr-10	351058	351112
134-1.whole.wo.indels.fasta.chr-10	783573	783785
134-1.whole.wo.indels.fasta.chr-10	809236	809286
134-1.whole.wo.indels.fasta.chr-10	1817500	1817637
14-23s.whole.wo.indels.fasta.chr-10	25750	26144
14-23s.whole.wo.indels.fasta.chr-10	76005	81257
14-23s.whole.wo.indels.fasta.chr-10	82710	83082
14-23s.whole.wo.indels.fasta.chr-10	90611	90702
14-23s.whole.wo.indels.fasta.chr-10	91549	92065
14-23s.whole.wo.indels.fasta.chr-10	160814	162463
14-23s.whole.wo.indels.fasta.chr-10	163569	164653
14-23s.whole.wo.indels.fasta.chr-10	178523	190240
14-23s.whole.wo.indels.fasta.chr-10	193353	203391
14-23s.whole.wo.indels.fasta.chr-10	205032	206970
14-23s.whole.wo.indels.fasta.chr-10	209630	211522
14-23s.whole.wo.indels.fasta.chr-10	224767	225030
14-23s.whole.wo.indels.fasta.chr-10	230827	234428
14-23s.whole.wo.indels.fasta.chr-10	236531	240340
14-23s.whole.wo.indels.fasta.chr-10	241164	241698
14-23s.whole.wo.indels.fasta.chr-10	244624	245425
14-23s.whole.wo.indels.fasta.chr-10	248006	250506
14-23s.whole.wo.indels.fasta.chr-10	252213	252590
14-23s.whole.wo.indels.fasta.chr-10	254926	255975
14-23s.whole.wo.indels.fasta.chr-10	257408	260321
14-23s.whole.wo.indels.fasta.chr-10	263090	264443
14-23s.whole.wo.indels.fasta.chr-10	274739	275983
14-23s.whole.wo.indels.fasta.chr-10	292483	292742
14-23s.whole.wo.indels.fasta.chr-10	293830	294647
14-23s.whole.wo.indels.fasta.chr-10	300810	301774
14-23s.whole.wo.indels.fasta.chr-10	306710	308801
14-23s.whole.wo.indels.fasta.chr-10	323977	324671
