Node	Beg	End
124-2.whole.wo.indels.fasta.chr-3	268235	269582
124-2.whole.wo.indels.fasta.chr-3	271193	271350
124-2.whole.wo.indels.fasta.chr-3	281231	281352
124-2.whole.wo.indels.fasta.chr-3	382346	383392
124-2.whole.wo.indels.fasta.chr-3	457336	457405
124-2.whole.wo.indels.fasta.chr-3	704787	706695
124-2.whole.wo.indels.fasta.chr-3	3068110	3068194
124-2.whole.wo.indels.fasta.chr-3	3244026	3244096
131-4.whole.wo.indels.fasta.chr-3	272419	272886
131-4.whole.wo.indels.fasta.chr-3	705963	706100
131-4.whole.wo.indels.fasta.chr-3	3193083	3193460
132-2.whole.wo.indels.fasta.chr-3	269887	269975
132-2.whole.wo.indels.fasta.chr-3	275188	276350
132-2.whole.wo.indels.fasta.chr-3	910249	910327
134-1.whole.wo.indels.fasta.chr-3	268983	269700
134-1.whole.wo.indels.fasta.chr-3	271148	272420
134-1.whole.wo.indels.fasta.chr-3	282335	282920
134-1.whole.wo.indels.fasta.chr-3	706006	706097
134-1.whole.wo.indels.fasta.chr-3	3192537	3194917
134-1.whole.wo.indels.fasta.chr-3	3196114	3196128
134-1.whole.wo.indels.fasta.chr-3	3204954	3205085
134-1.whole.wo.indels.fasta.chr-3	3210793	3210861
14-23s.whole.wo.indels.fasta.chr-3	64802	68643
14-23s.whole.wo.indels.fasta.chr-3	69630	71711
14-23s.whole.wo.indels.fasta.chr-3	100655	101291
14-23s.whole.wo.indels.fasta.chr-3	105377	105860
14-23s.whole.wo.indels.fasta.chr-3	109763	118192
14-23s.whole.wo.indels.fasta.chr-3	121760	125133
14-23s.whole.wo.indels.fasta.chr-3	135449	135722
14-23s.whole.wo.indels.fasta.chr-3	141281	141306
14-23s.whole.wo.indels.fasta.chr-3	146882	147596
14-23s.whole.wo.indels.fasta.chr-3	149038	150078
14-23s.whole.wo.indels.fasta.chr-3	157813	159880
14-23s.whole.wo.indels.fasta.chr-3	162364	165501
14-23s.whole.wo.indels.fasta.chr-3	173209	176057
14-23s.whole.wo.indels.fasta.chr-3	264866	271395
14-23s.whole.wo.indels.fasta.chr-3	280140	283566
14-23s.whole.wo.indels.fasta.chr-3	468969	475732
14-23s.whole.wo.indels.fasta.chr-3	485030	487281
14-23s.whole.wo.indels.fasta.chr-3	488559	492075
14-23s.whole.wo.indels.fasta.chr-3	505826	506265
14-23s.whole.wo.indels.fasta.chr-3	705418	706583
14-23s.whole.wo.indels.fasta.chr-3	1548147	1555693
14-23s.whole.wo.indels.fasta.chr-3	1560217	1567446
14-23s.whole.wo.indels.fasta.chr-3	1588143	1590320
14-23s.whole.wo.indels.fasta.chr-3	1603136	1603897
14-23s.whole.wo.indels.fasta.chr-3	1655475	1657239
14-23s.whole.wo.indels.fasta.chr-3	1660227	1663672
14-23s.whole.wo.indels.fasta.chr-3	1678430	1679996
14-23s.whole.wo.indels.fasta.chr-3	1684054	1687302
14-23s.whole.wo.indels.fasta.chr-3	1691124	1698149
14-23s.whole.wo.indels.fasta.chr-3	1710948	1717541
14-23s.whole.wo.indels.fasta.chr-3	1721056	1722641
14-23s.whole.wo.indels.fasta.chr-3	1726233	1735851
14-23s.whole.wo.indels.fasta.chr-3	1738099	1739770
14-23s.whole.wo.indels.fasta.chr-3	1741500	1749477
14-23s.whole.wo.indels.fasta.chr-3	1751079	1752494
14-23s.whole.wo.indels.fasta.chr-3	1755017	1755332
14-23s.whole.wo.indels.fasta.chr-3	1757176	1757998
14-23s.whole.wo.indels.fasta.chr-3	1770229	1771068
14-23s.whole.wo.indels.fasta.chr-3	1775520	1777029
14-23s.whole.wo.indels.fasta.chr-3	1784576	1789675
14-23s.whole.wo.indels.fasta.chr-3	1800028	1803851
14-23s.whole.wo.indels.fasta.chr-3	1806947	1807808
14-23s.whole.wo.indels.fasta.chr-3	1809595	1819155
14-23s.whole.wo.indels.fasta.chr-3	1861539	1873465
14-23s.whole.wo.indels.fasta.chr-3	1875708	1877331
14-23s.whole.wo.indels.fasta.chr-3	1880147	1890888
14-23s.whole.wo.indels.fasta.chr-3	1896982	1899383
14-23s.whole.wo.indels.fasta.chr-3	1900977	1901156
14-23s.whole.wo.indels.fasta.chr-3	1902194	1903370
14-23s.whole.wo.indels.fasta.chr-3	1906736	1908379
14-23s.whole.wo.indels.fasta.chr-3	1917802	1921237
14-23s.whole.wo.indels.fasta.chr-3	1923200	1924533
14-23s.whole.wo.indels.fasta.chr-3	1927377	1933982
14-23s.whole.wo.indels.fasta.chr-3	1935692	1936405
14-23s.whole.wo.indels.fasta.chr-3	1939275	1941318
14-23s.whole.wo.indels.fasta.chr-3	1943822	1944202
14-23s.whole.wo.indels.fasta.chr-3	1958205	1959546
14-23s.whole.wo.indels.fasta.chr-3	1961178	1964514
14-23s.whole.wo.indels.fasta.chr-3	1966307	1967714
14-23s.whole.wo.indels.fasta.chr-3	1984612	1984734
14-23s.whole.wo.indels.fasta.chr-3	1986609	1987026
14-23s.whole.wo.indels.fasta.chr-3	1993357	1993727
14-23s.whole.wo.indels.fasta.chr-3	2007528	2008517
14-23s.whole.wo.indels.fasta.chr-3	2013335	2014389
14-23s.whole.wo.indels.fasta.chr-3	2026163	2027757
14-23s.whole.wo.indels.fasta.chr-3	2047700	2048312
14-23s.whole.wo.indels.fasta.chr-3	2053546	2056055
14-23s.whole.wo.indels.fasta.chr-3	2059665	2061889
14-23s.whole.wo.indels.fasta.chr-3	2066409	2074134
14-23s.whole.wo.indels.fasta.chr-3	2089899	2092124
14-23s.whole.wo.indels.fasta.chr-3	2093115	2100676
14-23s.whole.wo.indels.fasta.chr-3	2102156	2103710
14-23s.whole.wo.indels.fasta.chr-3	2105124	2106155
14-23s.whole.wo.indels.fasta.chr-3	2129476	2131147
