# parameters
version_bit_string:13816762181795971082,seed:5489,burn_in:100000,num_iter:1000000,stats_thin:1000,block_penalty:50,prior_rate_mean:1,window_size:50,partition_length:4001,overlap_length:200,pade_resolution:10,pade_max:1000,max_lk_start:0.001,max_lk_resolution:0.001,num_snps:10605,num_snp_partitions:2,num_samps:1000
 left_snp right_snp mean p0.025 p0.500 p0.975
1068 8671 2.0648e-05 1.8116e-05 1.9317e-05 2.3552e-05
8671 11514 2.0648e-05 1.8116e-05 1.9317e-05 2.3552e-05
11514 11549 2.0648e-05 1.8116e-05 1.9317e-05 2.3552e-05
11549 14522 2.0648e-05 1.8116e-05 1.9317e-05 2.3552e-05
14522 18397 2.0648e-05 1.8116e-05 1.9317e-05 2.3552e-05
18397 19897 2.0648e-05 1.8116e-05 1.9317e-05 2.3552e-05
19897 20149 2.0648e-05 1.8116e-05 1.9317e-05 2.3552e-05
20149 21261 2.0648e-05 1.8116e-05 1.9317e-05 2.3552e-05
21261 21403 2.0648e-05 1.8116e-05 1.9317e-05 2.3552e-05
21403 24397 2.0648e-05 1.8116e-05 1.9317e-05 2.3552e-05
24397 25209 2.0648e-05 1.8116e-05 1.9317e-05 2.3552e-05
25209 25336 2.0648e-05 1.8116e-05 1.9317e-05 2.3552e-05
25336 25749 2.0648e-05 1.8116e-05 1.9317e-05 2.3552e-05
25749 25793 2.0648e-05 1.8116e-05 1.9317e-05 2.3552e-05
25793 25798 2.0648e-05 1.8116e-05 1.9317e-05 2.3552e-05
25798 25839 2.0648e-05 1.8116e-05 1.9317e-05 2.3552e-05
25839 25896 2.0648e-05 1.8116e-05 1.9317e-05 2.3552e-05
25896 25906 2.0648e-05 1.8116e-05 1.9317e-05 2.3552e-05
25906 25915 2.0648e-05 1.8116e-05 1.9317e-05 2.3552e-05
25915 26059 2.0648e-05 1.8116e-05 1.9317e-05 2.3552e-05
26059 26074 2.0648e-05 1.8116e-05 1.9317e-05 2.3552e-05
26074 26080 2.0648e-05 1.8116e-05 1.9317e-05 2.3552e-05
26080 26085 2.0648e-05 1.8116e-05 1.9317e-05 2.3552e-05
26085 26091 2.0648e-05 1.8116e-05 1.9317e-05 2.3552e-05
26091 26143 2.0648e-05 1.8116e-05 1.9317e-05 2.3552e-05
26143 26562 2.0648e-05 1.8116e-05 1.9317e-05 2.3552e-05
26562 27517 2.0648e-05 1.8116e-05 1.9317e-05 2.3552e-05
27517 27573 2.0648e-05 1.8116e-05 1.9317e-05 2.3552e-05
27573 28730 2.0648e-05 1.8116e-05 1.9317e-05 2.3552e-05
28730 29310 2.0648e-05 1.8116e-05 1.9317e-05 2.3552e-05
29310 30319 2.0648e-05 1.8116e-05 1.9317e-05 2.3552e-05
30319 32792 2.0648e-05 1.8116e-05 1.9317e-05 2.3552e-05
32792 33951 2.0648e-05 1.8116e-05 1.9317e-05 2.3552e-05
33951 34841 2.0648e-05 1.8116e-05 1.9317e-05 2.3552e-05
34841 35715 2.0648e-05 1.8116e-05 1.9317e-05 2.3552e-05
35715 36110 2.0648e-05 1.8116e-05 1.9317e-05 2.3552e-05
36110 40562 2.0648e-05 1.8116e-05 1.9317e-05 2.3552e-05
40562 40971 2.0648e-05 1.8116e-05 1.9317e-05 2.3552e-05
40971 41573 2.0648e-05 1.8116e-05 1.9317e-05 2.3552e-05
41573 48169 2.0648e-05 1.8116e-05 1.9317e-05 2.3552e-05
48169 48242 2.0648e-05 1.8116e-05 1.9317e-05 2.3552e-05
48242 49312 2.0648e-05 1.8116e-05 1.9317e-05 2.3552e-05
49312 51560 2.0648e-05 1.8116e-05 1.9317e-05 2.3552e-05
51560 51566 2.0648e-05 1.8116e-05 1.9317e-05 2.3552e-05
51566 52119 2.0648e-05 1.8116e-05 1.9317e-05 2.3552e-05
52119 52585 2.0648e-05 1.8116e-05 1.9317e-05 2.3552e-05
52585 52990 2.0648e-05 1.8116e-05 1.9317e-05 2.3552e-05
52990 55586 2.0648e-05 1.8116e-05 1.9317e-05 2.3552e-05
55586 56328 2.0648e-05 1.8116e-05 1.9317e-05 2.3552e-05
56328 57240 2.0648e-05 1.8116e-05 1.9317e-05 2.3552e-05
57240 57403 2.0648e-05 1.8116e-05 1.9317e-05 2.3552e-05
57403 57404 2.0648e-05 1.8116e-05 1.9317e-05 2.3552e-05
57404 57417 2.0648e-05 1.8116e-05 1.9317e-05 2.3552e-05
57417 57422 2.0648e-05 1.8116e-05 1.9317e-05 2.3552e-05
57422 57447 2.0648e-05 1.8116e-05 1.9317e-05 2.3552e-05
57447 57456 2.0648e-05 1.8116e-05 1.9317e-05 2.3552e-05
57456 57518 2.0648e-05 1.8116e-05 1.9317e-05 2.3552e-05
57518 57593 2.0648e-05 1.8116e-05 1.9317e-05 2.3552e-05
57593 57610 2.0648e-05 1.8116e-05 1.9317e-05 2.3552e-05
57610 57614 2.0648e-05 1.8116e-05 1.9317e-05 2.3552e-05
57614 57640 2.0648e-05 1.8116e-05 1.9317e-05 2.3552e-05
57640 57645 2.0648e-05 1.8116e-05 1.9317e-05 2.3552e-05
57645 57765 2.0648e-05 1.8116e-05 1.9317e-05 2.3552e-05
57765 57837 2.0648e-05 1.8116e-05 1.9317e-05 2.3552e-05
57837 57904 2.0648e-05 1.8116e-05 1.9317e-05 2.3552e-05
57904 57939 2.0648e-05 1.8116e-05 1.9317e-05 2.3552e-05
57939 57965 2.0648e-05 1.8116e-05 1.9317e-05 2.3552e-05
57965 58076 2.0648e-05 1.8116e-05 1.9317e-05 2.3552e-05
58076 58253 2.0648e-05 1.8116e-05 1.9317e-05 2.3552e-05
58253 58936 2.0648e-05 1.8116e-05 1.9317e-05 2.3552e-05
58936 59390 2.0648e-05 1.8116e-05 1.9317e-05 2.3552e-05
59390 59397 5.3422e-03 1.8187e-05 2.3132e-05 1.5069e-02
59397 59400 7.0844e-03 1.8209e-05 1.2148e-02 1.5184e-02
59400 59416 8.8100e-03 1.8267e-05 1.3343e-02 1.5395e-02
59416 59417 1.0441e-02 1.8301e-05 1.3619e-02 1.5571e-02
59417 59559 1.2097e-02 1.8579e-05 1.3740e-02 1.5595e-02
59559 59716 1.4001e-02 1.2263e-02 1.3924e-02 1.5873e-02
59716 59789 1.4001e-02 1.2263e-02 1.3924e-02 1.5873e-02
59789 59859 1.4001e-02 1.2263e-02 1.3924e-02 1.5873e-02
59859 59889 1.4001e-02 1.2263e-02 1.3924e-02 1.5873e-02
59889 60240 1.4001e-02 1.2263e-02 1.3924e-02 1.5873e-02
60240 60863 1.4001e-02 1.2263e-02 1.3924e-02 1.5873e-02
60863 60908 1.4001e-02 1.2263e-02 1.3924e-02 1.5873e-02
60908 60909 1.4001e-02 1.2263e-02 1.3924e-02 1.5873e-02
60909 60926 1.4001e-02 1.2263e-02 1.3924e-02 1.5873e-02
60926 60968 1.4001e-02 1.2263e-02 1.3924e-02 1.5873e-02
60968 60977 1.4001e-02 1.2263e-02 1.3924e-02 1.5873e-02
60977 61008 1.4001e-02 1.2263e-02 1.3924e-02 1.5873e-02
61008 61076 1.4001e-02 1.2263e-02 1.3924e-02 1.5873e-02
61076 61079 1.4001e-02 1.2263e-02 1.3924e-02 1.5873e-02
61079 61090 1.4001e-02 1.2263e-02 1.3924e-02 1.5873e-02
61090 61115 1.4001e-02 1.2263e-02 1.3924e-02 1.5873e-02
61115 61128 1.4001e-02 1.2263e-02 1.3924e-02 1.5873e-02
61128 61140 1.4001e-02 1.2263e-02 1.3924e-02 1.5873e-02
61140 61143 1.4001e-02 1.2263e-02 1.3924e-02 1.5873e-02
