# parameters
version_bit_string:13816762181795971082,seed:5489,burn_in:100000,num_iter:1000000,stats_thin:1000,block_penalty:50,prior_rate_mean:1,window_size:50,partition_length:4001,overlap_length:200,pade_resolution:10,pade_max:1000,max_lk_start:0.001,max_lk_resolution:0.001,num_snps:31727,num_snp_partitions:7,num_samps:1000
left_snp right_snp mean p0.025 p0.500 p0.975
139 162 5.5541e-03 5.0871e-03 5.5474e-03 6.1756e-03
162 163 5.5541e-03 5.0871e-03 5.5474e-03 6.1756e-03
163 177 5.5541e-03 5.0871e-03 5.5474e-03 6.1756e-03
177 195 5.5541e-03 5.0871e-03 5.5474e-03 6.1756e-03
195 196 5.5541e-03 5.0871e-03 5.5474e-03 6.1756e-03
196 243 5.5541e-03 5.0871e-03 5.5474e-03 6.1756e-03
243 253 5.5541e-03 5.0871e-03 5.5474e-03 6.1756e-03
253 256 5.5541e-03 5.0871e-03 5.5474e-03 6.1756e-03
256 292 5.5541e-03 5.0871e-03 5.5474e-03 6.1756e-03
292 300 5.5541e-03 5.0871e-03 5.5474e-03 6.1756e-03
300 304 5.5541e-03 5.0871e-03 5.5474e-03 6.1756e-03
304 319 5.5541e-03 5.0871e-03 5.5474e-03 6.1756e-03
319 324 5.5541e-03 5.0871e-03 5.5474e-03 6.1756e-03
324 328 5.5541e-03 5.0871e-03 5.5474e-03 6.1756e-03
328 334 5.5541e-03 5.0871e-03 5.5474e-03 6.1756e-03
334 390 5.5541e-03 5.0871e-03 5.5474e-03 6.1756e-03
390 391 5.5541e-03 5.0871e-03 5.5474e-03 6.1756e-03
391 418 5.5541e-03 5.0871e-03 5.5474e-03 6.1756e-03
418 457 5.5541e-03 5.0871e-03 5.5474e-03 6.1756e-03
457 482 5.5541e-03 5.0871e-03 5.5474e-03 6.1756e-03
482 559 5.5541e-03 5.0871e-03 5.5474e-03 6.1756e-03
559 632 5.5541e-03 5.0871e-03 5.5474e-03 6.1756e-03
632 918 5.5541e-03 5.0871e-03 5.5474e-03 6.1756e-03
918 951 5.5541e-03 5.0871e-03 5.5474e-03 6.1756e-03
951 953 5.5541e-03 5.0871e-03 5.5474e-03 6.1756e-03
953 967 5.5541e-03 5.0871e-03 5.5474e-03 6.1756e-03
967 968 5.5541e-03 5.0871e-03 5.5474e-03 6.1756e-03
968 972 5.5541e-03 5.0871e-03 5.5474e-03 6.1756e-03
972 986 5.5541e-03 5.0871e-03 5.5474e-03 6.1756e-03
986 1004 5.5541e-03 5.0871e-03 5.5474e-03 6.1756e-03
1004 1005 5.5541e-03 5.0871e-03 5.5474e-03 6.1756e-03
1005 1013 5.5541e-03 5.0871e-03 5.5474e-03 6.1756e-03
1013 1025 5.5541e-03 5.0871e-03 5.5474e-03 6.1756e-03
1025 1026 5.5541e-03 5.0871e-03 5.5474e-03 6.1756e-03
1026 1032 5.5541e-03 5.0871e-03 5.5474e-03 6.1756e-03
1032 1062 5.5541e-03 5.0871e-03 5.5474e-03 6.1756e-03
1062 1066 5.5541e-03 5.0871e-03 5.5474e-03 6.1756e-03
1066 1074 5.5541e-03 5.0871e-03 5.5474e-03 6.1756e-03
1074 1086 5.5541e-03 5.0871e-03 5.5474e-03 6.1756e-03
1086 1087 5.5541e-03 5.0871e-03 5.5474e-03 6.1756e-03
1087 1114 5.5541e-03 5.0871e-03 5.5474e-03 6.1756e-03
1114 1134 5.5541e-03 5.0871e-03 5.5474e-03 6.1756e-03
1134 1176 5.5541e-03 5.0871e-03 5.5474e-03 6.1756e-03
1176 1189 5.5541e-03 5.0871e-03 5.5474e-03 6.1756e-03
1189 1247 5.5541e-03 5.0871e-03 5.5474e-03 6.1756e-03
1247 1267 5.5541e-03 5.0871e-03 5.5474e-03 6.1756e-03
1267 1313 5.5541e-03 5.0871e-03 5.5474e-03 6.1756e-03
1313 1342 5.5541e-03 5.0871e-03 5.5474e-03 6.1756e-03
1342 1392 5.5541e-03 5.0871e-03 5.5474e-03 6.1756e-03
1392 1399 5.5541e-03 5.0871e-03 5.5474e-03 6.1756e-03
1399 1444 5.5541e-03 5.0871e-03 5.5474e-03 6.1756e-03
1444 1458 5.5541e-03 5.0871e-03 5.5474e-03 6.1756e-03
1458 1475 5.5541e-03 5.0871e-03 5.5474e-03 6.1756e-03
1475 1510 5.5541e-03 5.0871e-03 5.5474e-03 6.1756e-03
1510 1546 3.2243e-03 2.0525e-05 5.2597e-03 6.0470e-03
1546 3993 2.1746e-05 2.0174e-05 2.1684e-05 2.3945e-05
3993 11948 2.1746e-05 2.0174e-05 2.1684e-05 2.3945e-05
11948 13033 2.1746e-05 2.0174e-05 2.1684e-05 2.3945e-05
13033 16266 2.1746e-05 2.0174e-05 2.1684e-05 2.3945e-05
16266 16267 2.1746e-05 2.0174e-05 2.1684e-05 2.3945e-05
16267 19629 2.1746e-05 2.0174e-05 2.1684e-05 2.3945e-05
19629 19838 2.1746e-05 2.0174e-05 2.1684e-05 2.3945e-05
19838 19955 2.1746e-05 2.0174e-05 2.1684e-05 2.3945e-05
19955 19967 2.1746e-05 2.0174e-05 2.1684e-05 2.3945e-05
19967 20647 2.1746e-05 2.0174e-05 2.1684e-05 2.3945e-05
20647 20648 2.1746e-05 2.0174e-05 2.1684e-05 2.3945e-05
20648 21018 2.1746e-05 2.0174e-05 2.1684e-05 2.3945e-05
21018 23799 2.1746e-05 2.0174e-05 2.1684e-05 2.3945e-05
23799 25584 2.1746e-05 2.0174e-05 2.1684e-05 2.3945e-05
25584 26181 2.1746e-05 2.0174e-05 2.1684e-05 2.3945e-05
26181 28588 2.1746e-05 2.0174e-05 2.1684e-05 2.3945e-05
28588 29962 2.1746e-05 2.0174e-05 2.1684e-05 2.3945e-05
29962 32583 2.1746e-05 2.0174e-05 2.1684e-05 2.3945e-05
32583 32965 2.1746e-05 2.0174e-05 2.1684e-05 2.3945e-05
32965 34971 2.1746e-05 2.0174e-05 2.1684e-05 2.3945e-05
34971 35108 2.1746e-05 2.0174e-05 2.1684e-05 2.3945e-05
35108 35211 2.1746e-05 2.0174e-05 2.1684e-05 2.3945e-05
35211 35340 2.1746e-05 2.0174e-05 2.1684e-05 2.3945e-05
35340 36420 2.1746e-05 2.0174e-05 2.1684e-05 2.3945e-05
36420 40455 2.1746e-05 2.0174e-05 2.1684e-05 2.3945e-05
40455 41949 2.1746e-05 2.0174e-05 2.1684e-05 2.3945e-05
41949 45057 2.1746e-05 2.0174e-05 2.1684e-05 2.3945e-05
45057 52939 2.1746e-05 2.0174e-05 2.1684e-05 2.3945e-05
52939 53432 2.1746e-05 2.0174e-05 2.1684e-05 2.3945e-05
53432 53752 2.1746e-05 2.0174e-05 2.1684e-05 2.3945e-05
53752 54485 2.1746e-05 2.0174e-05 2.1684e-05 2.3945e-05
54485 54537 2.1746e-05 2.0174e-05 2.1684e-05 2.3945e-05
54537 57529 2.1746e-05 2.0174e-05 2.1684e-05 2.3945e-05
57529 58345 2.1746e-05 2.0174e-05 2.1684e-05 2.3945e-05
58345 58543 2.1746e-05 2.0174e-05 2.1684e-05 2.3945e-05
58543 60553 2.1746e-05 2.0174e-05 2.1684e-05 2.3945e-05
60553 68014 2.1746e-05 2.0174e-05 2.1684e-05 2.3945e-05
68014 71878 2.1746e-05 2.0174e-05 2.1684e-05 2.3945e-05
71878 71902 2.1746e-05 2.0174e-05 2.1684e-05 2.3945e-05
71902 72151 2.1746e-05 2.0174e-05 2.1684e-05 2.3945e-05
72151 72436 2.1746e-05 2.0174e-05 2.1684e-05 2.3945e-05
72436 72577 2.1746e-05 2.0174e-05 2.1684e-05 2.3945e-05
72577 72580 2.1746e-05 2.0174e-05 2.1684e-05 2.3945e-05
72580 72589 2.1746e-05 2.0174e-05 2.1684e-05 2.3945e-05
72589 72601 2.1746e-05 2.0174e-05 2.1684e-05 2.3945e-05
72601 72610 2.1746e-05 2.0174e-05 2.1684e-05 2.3945e-05
72610 72616 2.1746e-05 2.0174e-05 2.1684e-05 2.3945e-05
72616 72634 2.1746e-05 2.0174e-05 2.1684e-05 2.3945e-05
72634 72652 2.1746e-05 2.0174e-05 2.1684e-05 2.3945e-05
72652 73738 2.1746e-05 2.0174e-05 2.1684e-05 2.3945e-05
73738 80565 2.1746e-05 2.0174e-05 2.1684e-05 2.3945e-05
80565 92327 2.1746e-05 2.0174e-05 2.1684e-05 2.3945e-05
92327 97331 2.1746e-05 2.0174e-05 2.1684e-05 2.3945e-05
97331 97338 2.1746e-05 2.0174e-05 2.1684e-05 2.3945e-05
97338 99026 2.1746e-05 2.0174e-05 2.1684e-05 2.3945e-05
99026 101166 2.1746e-05 2.0174e-05 2.1684e-05 2.3945e-05
101166 106182 2.1746e-05 2.0174e-05 2.1684e-05 2.3945e-05
106182 107486 2.1746e-05 2.0174e-05 2.1684e-05 2.3945e-05
107486 108098 2.1746e-05 2.0174e-05 2.1684e-05 2.3945e-05
108098 108904 2.1746e-05 2.0174e-05 2.1684e-05 2.3945e-05
108904 114033 2.1746e-05 2.0174e-05 2.1684e-05 2.3945e-05
114033 115936 2.1746e-05 2.0174e-05 2.1684e-05 2.3945e-05
115936 120792 2.1746e-05 2.0174e-05 2.1684e-05 2.3945e-05
120792 121105 2.1746e-05 2.0174e-05 2.1684e-05 2.3945e-05
121105 121453 2.1746e-05 2.0174e-05 2.1684e-05 2.3945e-05
121453 121706 2.1746e-05 2.0174e-05 2.1684e-05 2.3945e-05
121706 121710 2.1746e-05 2.0174e-05 2.1684e-05 2.3945e-05
121710 121711 2.1746e-05 2.0174e-05 2.1684e-05 2.3945e-05
121711 122008 2.1746e-05 2.0174e-05 2.1684e-05 2.3945e-05
122008 122906 2.1746e-05 2.0174e-05 2.1684e-05 2.3945e-05
122906 123888 2.1746e-05 2.0174e-05 2.1684e-05 2.3945e-05
123888 126329 2.1746e-05 2.0174e-05 2.1684e-05 2.3945e-05
126329 126655 2.1746e-05 2.0174e-05 2.1684e-05 2.3945e-05
126655 126773 2.1746e-05 2.0174e-05 2.1684e-05 2.3945e-05
126773 128305 2.1746e-05 2.0174e-05 2.1684e-05 2.3945e-05
128305 129303 2.1746e-05 2.0174e-05 2.1684e-05 2.3945e-05
129303 132657 2.1746e-05 2.0174e-05 2.1684e-05 2.3945e-05
132657 133633 2.1746e-05 2.0174e-05 2.1684e-05 2.3945e-05
133633 136291 2.1746e-05 2.0174e-05 2.1684e-05 2.3945e-05
136291 136318 2.1746e-05 2.0174e-05 2.1684e-05 2.3945e-05
136318 136324 2.1746e-05 2.0174e-05 2.1684e-05 2.3945e-05
136324 136564 2.1746e-05 2.0174e-05 2.1684e-05 2.3945e-05
136564 136588 2.1746e-05 2.0174e-05 2.1684e-05 2.3945e-05
136588 136603 2.1746e-05 2.0174e-05 2.1684e-05 2.3945e-05
136603 136690 2.1746e-05 2.0174e-05 2.1684e-05 2.3945e-05
136690 136696 2.1746e-05 2.0174e-05 2.1684e-05 2.3945e-05
136696 136720 2.1746e-05 2.0174e-05 2.1684e-05 2.3945e-05
136720 136723 2.1746e-05 2.0174e-05 2.1684e-05 2.3945e-05
136723 136726 2.1746e-05 2.0174e-05 2.1684e-05 2.3945e-05
136726 136729 2.1746e-05 2.0174e-05 2.1684e-05 2.3945e-05
136729 136738 2.1746e-05 2.0174e-05 2.1684e-05 2.3945e-05
136738 136741 2.1746e-05 2.0174e-05 2.1684e-05 2.3945e-05
136741 136783 2.1746e-05 2.0174e-05 2.1684e-05 2.3945e-05
136783 136885 2.1746e-05 2.0174e-05 2.1684e-05 2.3945e-05
136885 136903 2.1746e-05 2.0174e-05 2.1684e-05 2.3945e-05
136903 136924 2.1746e-05 2.0174e-05 2.1684e-05 2.3945e-05
136924 136939 2.1746e-05 2.0174e-05 2.1684e-05 2.3945e-05
136939 136984 2.1746e-05 2.0174e-05 2.1684e-05 2.3945e-05
136984 136993 2.1746e-05 2.0174e-05 2.1684e-05 2.3945e-05
136993 137020 2.1746e-05 2.0174e-05 2.1684e-05 2.3945e-05
137020 137032 2.1746e-05 2.0174e-05 2.1684e-05 2.3945e-05
137032 137044 2.1746e-05 2.0174e-05 2.1684e-05 2.3945e-05
137044 137047 2.1746e-05 2.0174e-05 2.1684e-05 2.3945e-05
137047 137050 2.1746e-05 2.0174e-05 2.1684e-05 2.3945e-05
137050 137053 2.1746e-05 2.0174e-05 2.1684e-05 2.3945e-05
137053 137056 2.1746e-05 2.0174e-05 2.1684e-05 2.3945e-05
137056 137107 2.1746e-05 2.0174e-05 2.1684e-05 2.3945e-05
137107 137275 2.1746e-05 2.0174e-05 2.1684e-05 2.3945e-05
137275 137950 2.1746e-05 2.0174e-05 2.1684e-05 2.3945e-05
137950 138013 2.1746e-05 2.0174e-05 2.1684e-05 2.3945e-05
138013 138727 2.1746e-05 2.0174e-05 2.1684e-05 2.3945e-05
138727 138760 2.1746e-05 2.0174e-05 2.1684e-05 2.3945e-05
138760 138763 2.1746e-05 2.0174e-05 2.1684e-05 2.3945e-05
138763 138772 2.1746e-05 2.0174e-05 2.1684e-05 2.3945e-05
138772 138778 2.1746e-05 2.0174e-05 2.1684e-05 2.3945e-05
138778 138799 2.1746e-05 2.0174e-05 2.1684e-05 2.3945e-05
138799 138814 2.1746e-05 2.0174e-05 2.1684e-05 2.3945e-05
138814 138819 2.1746e-05 2.0174e-05 2.1684e-05 2.3945e-05
138819 138822 2.1746e-05 2.0174e-05 2.1684e-05 2.3945e-05
