# parameters
version_bit_string:13816762181795971082,seed:5489,burn_in:100000,num_iter:1000000,stats_thin:1000,block_penalty:50,prior_rate_mean:1,window_size:50,partition_length:4001,overlap_length:200,pade_resolution:10,pade_max:1000,max_lk_start:0.001,max_lk_resolution:0.001,num_snps:26057,num_snp_partitions:6,num_samps:1000
left_snp right_snp mean p0.025 p0.500 p0.975
171 434 7.3493e-04 5.0680e-04 7.3558e-04 8.9990e-04
434 489 7.3493e-04 5.0680e-04 7.3558e-04 8.9990e-04
489 502 7.3493e-04 5.0680e-04 7.3558e-04 8.9990e-04
502 566 7.3493e-04 5.0680e-04 7.3558e-04 8.9990e-04
566 703 7.3493e-04 5.0680e-04 7.3558e-04 8.9990e-04
703 735 7.3493e-04 5.0680e-04 7.3558e-04 8.9990e-04
735 774 7.3493e-04 5.0680e-04 7.3558e-04 8.9990e-04
774 945 7.3493e-04 5.0680e-04 7.3558e-04 8.9990e-04
945 948 7.3493e-04 5.0680e-04 7.3558e-04 8.9990e-04
948 950 7.3493e-04 5.0680e-04 7.3558e-04 8.9990e-04
950 979 7.3493e-04 5.0680e-04 7.3558e-04 8.9990e-04
979 1091 7.3493e-04 5.0680e-04 7.3558e-04 8.9990e-04
1091 1116 7.3493e-04 5.0680e-04 7.3558e-04 8.9990e-04
1116 1393 7.3493e-04 5.0680e-04 7.3558e-04 8.9990e-04
1393 7988 7.3493e-04 5.0680e-04 7.3558e-04 8.9990e-04
7988 10526 7.3493e-04 5.0680e-04 7.3558e-04 8.9990e-04
10526 16820 7.3493e-04 5.0680e-04 7.3558e-04 8.9990e-04
16820 18492 7.3493e-04 5.0680e-04 7.3558e-04 8.9990e-04
18492 19308 7.3493e-04 5.0680e-04 7.3558e-04 8.9990e-04
19308 19824 5.2017e-04 6.9761e-06 6.8877e-04 8.5533e-04
19824 22138 3.3445e-05 6.8041e-06 7.4335e-06 5.0711e-04
22138 23912 3.3445e-05 6.8041e-06 7.4335e-06 5.0711e-04
23912 31204 7.4274e-06 6.7996e-06 7.4034e-06 8.6872e-06
31204 32285 7.4274e-06 6.7996e-06 7.4034e-06 8.6872e-06
32285 32293 7.4274e-06 6.7996e-06 7.4034e-06 8.6872e-06
32293 32294 7.4274e-06 6.7996e-06 7.4034e-06 8.6872e-06
32294 32336 7.4274e-06 6.7996e-06 7.4034e-06 8.6872e-06
32336 32438 7.4274e-06 6.7996e-06 7.4034e-06 8.6872e-06
32438 32450 7.4274e-06 6.7996e-06 7.4034e-06 8.6872e-06
32450 32454 7.4274e-06 6.7996e-06 7.4034e-06 8.6872e-06
32454 32465 7.4274e-06 6.7996e-06 7.4034e-06 8.6872e-06
32465 32472 7.4274e-06 6.7996e-06 7.4034e-06 8.6872e-06
32472 32474 7.4274e-06 6.7996e-06 7.4034e-06 8.6872e-06
32474 32480 7.4274e-06 6.7996e-06 7.4034e-06 8.6872e-06
32480 32488 7.4274e-06 6.7996e-06 7.4034e-06 8.6872e-06
32488 32492 7.4274e-06 6.7996e-06 7.4034e-06 8.6872e-06
32492 32497 7.4274e-06 6.7996e-06 7.4034e-06 8.6872e-06
32497 32511 7.4274e-06 6.7996e-06 7.4034e-06 8.6872e-06
32511 32520 7.4274e-06 6.7996e-06 7.4034e-06 8.6872e-06
32520 32551 7.4274e-06 6.7996e-06 7.4034e-06 8.6872e-06
32551 32561 7.4274e-06 6.7996e-06 7.4034e-06 8.6872e-06
32561 32576 7.4274e-06 6.7996e-06 7.4034e-06 8.6872e-06
32576 32578 7.4274e-06 6.7996e-06 7.4034e-06 8.6872e-06
32578 32603 7.4274e-06 6.7996e-06 7.4034e-06 8.6872e-06
32603 32604 7.4274e-06 6.7996e-06 7.4034e-06 8.6872e-06
32604 32608 7.4274e-06 6.7996e-06 7.4034e-06 8.6872e-06
32608 32621 7.4274e-06 6.7996e-06 7.4034e-06 8.6872e-06
32621 32627 7.4274e-06 6.7996e-06 7.4034e-06 8.6872e-06
32627 32628 7.4274e-06 6.7996e-06 7.4034e-06 8.6872e-06
32628 32634 7.4274e-06 6.7996e-06 7.4034e-06 8.6872e-06
32634 32651 7.4274e-06 6.7996e-06 7.4034e-06 8.6872e-06
32651 32654 7.4274e-06 6.7996e-06 7.4034e-06 8.6872e-06
32654 32666 7.4274e-06 6.7996e-06 7.4034e-06 8.6872e-06
32666 32672 7.4274e-06 6.7996e-06 7.4034e-06 8.6872e-06
32672 32692 7.4274e-06 6.7996e-06 7.4034e-06 8.6872e-06
32692 32716 7.4274e-06 6.7996e-06 7.4034e-06 8.6872e-06
32716 32727 7.4274e-06 6.7996e-06 7.4034e-06 8.6872e-06
32727 32751 7.4274e-06 6.7996e-06 7.4034e-06 8.6872e-06
32751 32791 7.4274e-06 6.7996e-06 7.4034e-06 8.6872e-06
32791 32792 7.4274e-06 6.7996e-06 7.4034e-06 8.6872e-06
32792 32800 7.4274e-06 6.7996e-06 7.4034e-06 8.6872e-06
32800 32819 7.4274e-06 6.7996e-06 7.4034e-06 8.6872e-06
32819 32825 7.4274e-06 6.7996e-06 7.4034e-06 8.6872e-06
32825 32894 7.4274e-06 6.7996e-06 7.4034e-06 8.6872e-06
32894 32946 7.4274e-06 6.7996e-06 7.4034e-06 8.6872e-06
32946 32962 7.4274e-06 6.7996e-06 7.4034e-06 8.6872e-06
32962 32963 7.4274e-06 6.7996e-06 7.4034e-06 8.6872e-06
32963 33054 7.4274e-06 6.7996e-06 7.4034e-06 8.6872e-06
33054 35394 7.4274e-06 6.7996e-06 7.4034e-06 8.6872e-06
35394 36402 7.4274e-06 6.7996e-06 7.4034e-06 8.6872e-06
36402 36406 7.4274e-06 6.7996e-06 7.4034e-06 8.6872e-06
36406 36409 7.4274e-06 6.7996e-06 7.4034e-06 8.6872e-06
36409 36427 7.4274e-06 6.7996e-06 7.4034e-06 8.6872e-06
36427 36502 7.4274e-06 6.7996e-06 7.4034e-06 8.6872e-06
36502 36577 7.4274e-06 6.7996e-06 7.4034e-06 8.6872e-06
36577 36592 7.4274e-06 6.7996e-06 7.4034e-06 8.6872e-06
36592 36601 7.4274e-06 6.7996e-06 7.4034e-06 8.6872e-06
36601 36681 7.4274e-06 6.7996e-06 7.4034e-06 8.6872e-06
36681 36946 7.4274e-06 6.7996e-06 7.4034e-06 8.6872e-06
36946 36959 7.4274e-06 6.7996e-06 7.4034e-06 8.6872e-06
36959 37163 7.4274e-06 6.7996e-06 7.4034e-06 8.6872e-06
37163 37497 7.4274e-06 6.7996e-06 7.4034e-06 8.6872e-06
37497 37517 7.4274e-06 6.7996e-06 7.4034e-06 8.6872e-06
37517 37531 7.4274e-06 6.7996e-06 7.4034e-06 8.6872e-06
37531 37549 7.4274e-06 6.7996e-06 7.4034e-06 8.6872e-06
37549 37553 7.4274e-06 6.7996e-06 7.4034e-06 8.6872e-06
37553 37743 7.4274e-06 6.7996e-06 7.4034e-06 8.6872e-06
37743 37860 7.4274e-06 6.7996e-06 7.4034e-06 8.6872e-06
37860 37889 7.4274e-06 6.7996e-06 7.4034e-06 8.6872e-06
37889 38162 7.4274e-06 6.7996e-06 7.4034e-06 8.6872e-06
38162 38258 7.4274e-06 6.7996e-06 7.4034e-06 8.6872e-06
