# parameters
version_bit_string:13816762181795971082,seed:5489,burn_in:100000,num_iter:1000000,stats_thin:1000,block_penalty:50,prior_rate_mean:1,window_size:50,partition_length:4001,overlap_length:200,pade_resolution:10,pade_max:1000,max_lk_start:0.001,max_lk_resolution:0.001,num_snps:15254,num_snp_partitions:3,num_samps:1000
 left_snp right_snp mean p0.025 p0.500 p0.975
139 162 3.8528e-03 3.5077e-03 3.8278e-03 4.3542e-03
162 163 3.8528e-03 3.5077e-03 3.8278e-03 4.3542e-03
163 177 3.8528e-03 3.5077e-03 3.8278e-03 4.3542e-03
177 195 3.8528e-03 3.5077e-03 3.8278e-03 4.3542e-03
195 196 3.8528e-03 3.5077e-03 3.8278e-03 4.3542e-03
196 243 3.8528e-03 3.5077e-03 3.8278e-03 4.3542e-03
243 253 3.8528e-03 3.5077e-03 3.8278e-03 4.3542e-03
253 256 3.8528e-03 3.5077e-03 3.8278e-03 4.3542e-03
256 292 3.8528e-03 3.5077e-03 3.8278e-03 4.3542e-03
292 300 3.8528e-03 3.5077e-03 3.8278e-03 4.3542e-03
300 304 3.8528e-03 3.5077e-03 3.8278e-03 4.3542e-03
304 319 3.8528e-03 3.5077e-03 3.8278e-03 4.3542e-03
319 324 3.8528e-03 3.5077e-03 3.8278e-03 4.3542e-03
324 328 3.8528e-03 3.5077e-03 3.8278e-03 4.3542e-03
328 334 3.8528e-03 3.5077e-03 3.8278e-03 4.3542e-03
334 390 3.8528e-03 3.5077e-03 3.8278e-03 4.3542e-03
390 391 3.8528e-03 3.5077e-03 3.8278e-03 4.3542e-03
391 418 3.8528e-03 3.5077e-03 3.8278e-03 4.3542e-03
418 457 3.8528e-03 3.5077e-03 3.8278e-03 4.3542e-03
457 482 3.8528e-03 3.5077e-03 3.8278e-03 4.3542e-03
482 559 3.8528e-03 3.5077e-03 3.8278e-03 4.3542e-03
559 632 3.8528e-03 3.5077e-03 3.8278e-03 4.3542e-03
632 918 3.8528e-03 3.5077e-03 3.8278e-03 4.3542e-03
918 951 3.8528e-03 3.5077e-03 3.8278e-03 4.3542e-03
951 953 3.8528e-03 3.5077e-03 3.8278e-03 4.3542e-03
953 967 3.8528e-03 3.5077e-03 3.8278e-03 4.3542e-03
967 968 3.8528e-03 3.5077e-03 3.8278e-03 4.3542e-03
968 972 3.8528e-03 3.5077e-03 3.8278e-03 4.3542e-03
972 986 3.8528e-03 3.5077e-03 3.8278e-03 4.3542e-03
986 1004 3.8528e-03 3.5077e-03 3.8278e-03 4.3542e-03
1004 1005 3.8528e-03 3.5077e-03 3.8278e-03 4.3542e-03
1005 1013 3.8528e-03 3.5077e-03 3.8278e-03 4.3542e-03
1013 1025 3.8528e-03 3.5077e-03 3.8278e-03 4.3542e-03
1025 1026 3.8528e-03 3.5077e-03 3.8278e-03 4.3542e-03
1026 1032 3.8528e-03 3.5077e-03 3.8278e-03 4.3542e-03
1032 1062 3.8528e-03 3.5077e-03 3.8278e-03 4.3542e-03
1062 1066 3.8528e-03 3.5077e-03 3.8278e-03 4.3542e-03
1066 1074 3.8528e-03 3.5077e-03 3.8278e-03 4.3542e-03
1074 1086 3.8528e-03 3.5077e-03 3.8278e-03 4.3542e-03
1086 1087 3.8528e-03 3.5077e-03 3.8278e-03 4.3542e-03
1087 1114 3.8528e-03 3.5077e-03 3.8278e-03 4.3542e-03
1114 1134 3.8528e-03 3.5077e-03 3.8278e-03 4.3542e-03
1134 1176 3.8528e-03 3.5077e-03 3.8278e-03 4.3542e-03
1176 1189 3.8528e-03 3.5077e-03 3.8278e-03 4.3542e-03
1189 1247 3.8528e-03 3.5077e-03 3.8278e-03 4.3542e-03
1247 1267 3.8528e-03 3.5077e-03 3.8278e-03 4.3542e-03
1267 1313 3.8528e-03 3.5077e-03 3.8278e-03 4.3542e-03
1313 1342 3.8528e-03 3.5077e-03 3.8278e-03 4.3542e-03
1342 1392 3.8528e-03 3.5077e-03 3.8278e-03 4.3542e-03
1392 1399 3.8528e-03 3.5077e-03 3.8278e-03 4.3542e-03
1399 1444 3.8528e-03 3.5077e-03 3.8278e-03 4.3542e-03
1444 1458 3.8528e-03 3.5077e-03 3.8278e-03 4.3542e-03
1458 1475 3.8528e-03 3.5077e-03 3.8278e-03 4.3542e-03
1475 1510 3.8528e-03 3.5077e-03 3.8278e-03 4.3542e-03
1510 1546 3.7446e-03 2.2993e-05 3.8180e-03 4.3422e-03
1546 3993 2.0968e-05 2.0022e-05 2.0783e-05 2.2876e-05
3993 11948 2.0968e-05 2.0022e-05 2.0783e-05 2.2876e-05
11948 13033 2.0968e-05 2.0022e-05 2.0783e-05 2.2876e-05
13033 16266 2.0968e-05 2.0022e-05 2.0783e-05 2.2876e-05
16266 16267 2.0968e-05 2.0022e-05 2.0783e-05 2.2876e-05
16267 19629 2.0968e-05 2.0022e-05 2.0783e-05 2.2876e-05
19629 19838 2.0968e-05 2.0022e-05 2.0783e-05 2.2876e-05
19838 19955 2.0968e-05 2.0022e-05 2.0783e-05 2.2876e-05
19955 19967 2.0968e-05 2.0022e-05 2.0783e-05 2.2876e-05
19967 20647 2.0968e-05 2.0022e-05 2.0783e-05 2.2876e-05
20647 20648 2.0968e-05 2.0022e-05 2.0783e-05 2.2876e-05
20648 21018 2.0968e-05 2.0022e-05 2.0783e-05 2.2876e-05
21018 23799 2.0968e-05 2.0022e-05 2.0783e-05 2.2876e-05
23799 25584 2.0968e-05 2.0022e-05 2.0783e-05 2.2876e-05
25584 26181 2.0968e-05 2.0022e-05 2.0783e-05 2.2876e-05
26181 28588 2.0968e-05 2.0022e-05 2.0783e-05 2.2876e-05
28588 29962 2.0968e-05 2.0022e-05 2.0783e-05 2.2876e-05
29962 32583 2.0968e-05 2.0022e-05 2.0783e-05 2.2876e-05
32583 32965 2.0968e-05 2.0022e-05 2.0783e-05 2.2876e-05
32965 34971 2.0968e-05 2.0022e-05 2.0783e-05 2.2876e-05
34971 35108 2.0968e-05 2.0022e-05 2.0783e-05 2.2876e-05
