Node	Beg	End
124-2.whole.wo.indels.fasta.chr-2	137106	138921
124-2.whole.wo.indels.fasta.chr-2	239991	243925
124-2.whole.wo.indels.fasta.chr-2	249205	249946
124-2.whole.wo.indels.fasta.chr-2	556735	559995
124-2.whole.wo.indels.fasta.chr-2	655649	662366
124-2.whole.wo.indels.fasta.chr-2	723424	728156
124-2.whole.wo.indels.fasta.chr-2	730320	741533
124-2.whole.wo.indels.fasta.chr-2	745646	747895
124-2.whole.wo.indels.fasta.chr-2	841536	841923
124-2.whole.wo.indels.fasta.chr-2	847713	848132
124-2.whole.wo.indels.fasta.chr-2	871535	876590
124-2.whole.wo.indels.fasta.chr-2	911845	915171
124-2.whole.wo.indels.fasta.chr-2	988362	991451
124-2.whole.wo.indels.fasta.chr-2	1238689	1238915
124-2.whole.wo.indels.fasta.chr-2	1578479	1579180
124-2.whole.wo.indels.fasta.chr-2	1670282	1673591
124-2.whole.wo.indels.fasta.chr-2	1677244	1680775
124-2.whole.wo.indels.fasta.chr-2	4894850	4896840
124-2.whole.wo.indels.fasta.chr-2	4922453	4922914
131-4.whole.wo.indels.fasta.chr-2	1121843	1124476
131-4.whole.wo.indels.fasta.chr-2	1130342	1131544
131-4.whole.wo.indels.fasta.chr-2	1577084	1577234
131-4.whole.wo.indels.fasta.chr-2	3525391	3525590
131-4.whole.wo.indels.fasta.chr-2	3560718	3560988
131-4.whole.wo.indels.fasta.chr-2	3715053	3715662
131-4.whole.wo.indels.fasta.chr-2	4093094	4097971
131-4.whole.wo.indels.fasta.chr-2	4099624	4100327
131-4.whole.wo.indels.fasta.chr-2	4111414	4115056
131-4.whole.wo.indels.fasta.chr-2	4564703	4568304
131-4.whole.wo.indels.fasta.chr-2	4612737	4613999
131-4.whole.wo.indels.fasta.chr-2	4627217	4628678
131-4.whole.wo.indels.fasta.chr-2	4892886	4896231
131-4.whole.wo.indels.fasta.chr-2	4897974	4898096
131-4.whole.wo.indels.fasta.chr-2	4917088	4917597
131-4.whole.wo.indels.fasta.chr-2	4928518	4936561
131-4.whole.wo.indels.fasta.chr-2	5057504	5058658
131-4.whole.wo.indels.fasta.chr-2	5060430	5060923
132-2.whole.wo.indels.fasta.chr-2	137546	137583
132-2.whole.wo.indels.fasta.chr-2	139341	142091
132-2.whole.wo.indels.fasta.chr-2	1577148	1577215
132-2.whole.wo.indels.fasta.chr-2	1583637	1583692
132-2.whole.wo.indels.fasta.chr-2	4892973	4896840
