Node	Beg	End
124-2.whole.wo.indels.fasta.chr-5	1296	1398
124-2.whole.wo.indels.fasta.chr-5	212846	213266
124-2.whole.wo.indels.fasta.chr-5	1006202	1009512
124-2.whole.wo.indels.fasta.chr-5	1025094	1025394
124-2.whole.wo.indels.fasta.chr-5	1061303	1062313
124-2.whole.wo.indels.fasta.chr-5	1606157	1606587
124-2.whole.wo.indels.fasta.chr-5	1646773	1649042
124-2.whole.wo.indels.fasta.chr-5	1661388	1662818
124-2.whole.wo.indels.fasta.chr-5	1673596	1674116
124-2.whole.wo.indels.fasta.chr-5	2124497	2135262
124-2.whole.wo.indels.fasta.chr-5	2138471	2139834
124-2.whole.wo.indels.fasta.chr-5	2196425	2196986
124-2.whole.wo.indels.fasta.chr-5	2201980	2202352
124-2.whole.wo.indels.fasta.chr-5	2440124	2443275
124-2.whole.wo.indels.fasta.chr-5	2485365	2485538
131-4.whole.wo.indels.fasta.chr-5	1	268
131-4.whole.wo.indels.fasta.chr-5	352140	352615
131-4.whole.wo.indels.fasta.chr-5	429371	429622
131-4.whole.wo.indels.fasta.chr-5	433033	433553
131-4.whole.wo.indels.fasta.chr-5	667208	667997
131-4.whole.wo.indels.fasta.chr-5	711316	711538
131-4.whole.wo.indels.fasta.chr-5	718134	718880
131-4.whole.wo.indels.fasta.chr-5	733049	734266
131-4.whole.wo.indels.fasta.chr-5	739148	741998
131-4.whole.wo.indels.fasta.chr-5	744128	745661
131-4.whole.wo.indels.fasta.chr-5	750699	751033
131-4.whole.wo.indels.fasta.chr-5	804021	804302
131-4.whole.wo.indels.fasta.chr-5	807427	812970
131-4.whole.wo.indels.fasta.chr-5	815780	816077
131-4.whole.wo.indels.fasta.chr-5	819266	819935
131-4.whole.wo.indels.fasta.chr-5	822096	822631
131-4.whole.wo.indels.fasta.chr-5	856809	863300
131-4.whole.wo.indels.fasta.chr-5	864946	866368
131-4.whole.wo.indels.fasta.chr-5	871659	873372
131-4.whole.wo.indels.fasta.chr-5	874983	877157
131-4.whole.wo.indels.fasta.chr-5	958986	960837
131-4.whole.wo.indels.fasta.chr-5	974234	977398
131-4.whole.wo.indels.fasta.chr-5	992037	992629
131-4.whole.wo.indels.fasta.chr-5	1006202	1009512
131-4.whole.wo.indels.fasta.chr-5	1025094	1025394
131-4.whole.wo.indels.fasta.chr-5	1622595	1622699
131-4.whole.wo.indels.fasta.chr-5	2130732	2130885
131-4.whole.wo.indels.fasta.chr-5	2527995	2528021
132-2.whole.wo.indels.fasta.chr-5	1	351
132-2.whole.wo.indels.fasta.chr-5	2124711	2125009
132-2.whole.wo.indels.fasta.chr-5	2578682	2578777
132-2.whole.wo.indels.fasta.chr-5	2625368	2625373
134-1.whole.wo.indels.fasta.chr-5	1	307
134-1.whole.wo.indels.fasta.chr-5	64019	64042
134-1.whole.wo.indels.fasta.chr-5	212865	213283
134-1.whole.wo.indels.fasta.chr-5	2125480	2125900
134-1.whole.wo.indels.fasta.chr-5	2138768	2139303
134-1.whole.wo.indels.fasta.chr-5	2266890	2267021
134-1.whole.wo.indels.fasta.chr-5	2531422	2531723
134-1.whole.wo.indels.fasta.chr-5	2534388	2534402
134-1.whole.wo.indels.fasta.chr-5	2583269	2583349
14-23s.whole.wo.indels.fasta.chr-5	1	1058
14-23s.whole.wo.indels.fasta.chr-5	52890	53360
14-23s.whole.wo.indels.fasta.chr-5	145756	148790
14-23s.whole.wo.indels.fasta.chr-5	150718	161503
14-23s.whole.wo.indels.fasta.chr-5	165862	167044
