# parameters
version_bit_string:13816762181795971082,seed:5489,burn_in:100000,num_iter:1000000,stats_thin:1000,block_penalty:50,prior_rate_mean:1,window_size:50,partition_length:4001,overlap_length:200,pade_resolution:10,pade_max:1000,max_lk_start:0.001,max_lk_resolution:0.001,num_snps:9342,num_snp_partitions:2,num_samps:1000
 left_snp right_snp mean p0.025 p0.500 p0.975
428 474 4.2071e-06 3.7859e-08 3.8193e-06 1.0118e-05
474 537 4.2071e-06 3.7859e-08 3.8193e-06 1.0118e-05
537 875 4.2071e-06 3.7859e-08 3.8193e-06 1.0118e-05
875 1162 4.2071e-06 3.7859e-08 3.8193e-06 1.0118e-05
1162 1211 4.2071e-06 3.7859e-08 3.8193e-06 1.0118e-05
1211 1381 4.2071e-06 3.7859e-08 3.8193e-06 1.0118e-05
1381 1435 4.2071e-06 3.7859e-08 3.8193e-06 1.0118e-05
1435 1444 4.2071e-06 3.7859e-08 3.8193e-06 1.0118e-05
1444 1479 4.2071e-06 3.7859e-08 3.8193e-06 1.0118e-05
1479 1619 4.2071e-06 3.7859e-08 3.8193e-06 1.0118e-05
1619 1674 4.2071e-06 3.7859e-08 3.8193e-06 1.0118e-05
1674 2403 4.2071e-06 3.7859e-08 3.8193e-06 1.0118e-05
2403 2922 4.2071e-06 3.7859e-08 3.8193e-06 1.0118e-05
2922 3105 4.2071e-06 3.7859e-08 3.8193e-06 1.0118e-05
3105 3515 4.2071e-06 3.7859e-08 3.8193e-06 1.0118e-05
3515 3571 4.2071e-06 3.7859e-08 3.8193e-06 1.0118e-05
3571 3577 4.2071e-06 3.7859e-08 3.8193e-06 1.0118e-05
3577 3602 4.2071e-06 3.7859e-08 3.8193e-06 1.0118e-05
3602 3946 4.2071e-06 3.7859e-08 3.8193e-06 1.0118e-05
3946 4063 4.2071e-06 3.7859e-08 3.8193e-06 1.0118e-05
4063 4596 4.2071e-06 3.7859e-08 3.8193e-06 1.0118e-05
4596 4739 4.2071e-06 3.7859e-08 3.8193e-06 1.0118e-05
4739 4842 4.2071e-06 3.7859e-08 3.8193e-06 1.0118e-05
4842 5051 4.2071e-06 3.7859e-08 3.8193e-06 1.0118e-05
5051 5133 4.2071e-06 3.7859e-08 3.8193e-06 1.0118e-05
5133 5300 4.2071e-06 3.7859e-08 3.8193e-06 1.0118e-05
5300 5387 4.2071e-06 3.7859e-08 3.8193e-06 1.0118e-05
5387 5393 4.2071e-06 3.7859e-08 3.8193e-06 1.0118e-05
5393 5406 4.2071e-06 3.7859e-08 3.8193e-06 1.0118e-05
5406 5433 4.2071e-06 3.7859e-08 3.8193e-06 1.0118e-05
5433 5576 4.2071e-06 3.7859e-08 3.8193e-06 1.0118e-05
5576 5591 4.2071e-06 3.7859e-08 3.8193e-06 1.0118e-05
5591 5606 4.2071e-06 3.7859e-08 3.8193e-06 1.0118e-05
5606 5803 4.2071e-06 3.7859e-08 3.8193e-06 1.0118e-05
5803 5939 4.2071e-06 3.7859e-08 3.8193e-06 1.0118e-05
5939 6055 4.2071e-06 3.7859e-08 3.8193e-06 1.0118e-05
6055 6125 4.2071e-06 3.7859e-08 3.8193e-06 1.0118e-05
6125 6477 4.2071e-06 3.7859e-08 3.8193e-06 1.0118e-05
