# parameters
version_bit_string:13816762181795971082,seed:5489,burn_in:100000,num_iter:1000000,stats_thin:1000,block_penalty:50,prior_rate_mean:1,window_size:50,partition_length:4001,overlap_length:200,pade_resolution:10,pade_max:1000,max_lk_start:0.001,max_lk_resolution:0.001,num_snps:20265,num_snp_partitions:5,num_samps:1000
left_snp right_snp mean p0.025 p0.500 p0.975
183 209 3.7079e-06 2.8010e-07 3.6985e-06 7.0596e-06
209 262 3.7079e-06 2.8010e-07 3.6985e-06 7.0596e-06
262 269 3.7079e-06 2.8010e-07 3.6985e-06 7.0596e-06
269 270 3.7079e-06 2.8010e-07 3.6985e-06 7.0596e-06
270 278 3.7079e-06 2.8010e-07 3.6985e-06 7.0596e-06
278 293 3.7079e-06 2.8010e-07 3.6985e-06 7.0596e-06
293 297 3.7079e-06 2.8010e-07 3.6985e-06 7.0596e-06
297 303 3.7079e-06 2.8010e-07 3.6985e-06 7.0596e-06
303 309 3.7079e-06 2.8010e-07 3.6985e-06 7.0596e-06
309 374 3.7079e-06 2.8010e-07 3.6985e-06 7.0596e-06
374 417 3.7079e-06 2.8010e-07 3.6985e-06 7.0596e-06
417 420 3.7079e-06 2.8010e-07 3.6985e-06 7.0596e-06
420 444 3.7079e-06 2.8010e-07 3.6985e-06 7.0596e-06
444 451 3.7079e-06 2.8010e-07 3.6985e-06 7.0596e-06
451 455 3.7079e-06 2.8010e-07 3.6985e-06 7.0596e-06
455 460 3.7079e-06 2.8010e-07 3.6985e-06 7.0596e-06
460 482 3.7079e-06 2.8010e-07 3.6985e-06 7.0596e-06
482 487 3.7079e-06 2.8010e-07 3.6985e-06 7.0596e-06
487 489 3.7079e-06 2.8010e-07 3.6985e-06 7.0596e-06
489 504 3.7079e-06 2.8010e-07 3.6985e-06 7.0596e-06
504 510 3.7079e-06 2.8010e-07 3.6985e-06 7.0596e-06
510 532 3.7079e-06 2.8010e-07 3.6985e-06 7.0596e-06
532 554 3.7079e-06 2.8010e-07 3.6985e-06 7.0596e-06
554 562 3.7079e-06 2.8010e-07 3.6985e-06 7.0596e-06
562 589 3.7079e-06 2.8010e-07 3.6985e-06 7.0596e-06
589 599 3.7079e-06 2.8010e-07 3.6985e-06 7.0596e-06
599 619 3.7079e-06 2.8010e-07 3.6985e-06 7.0596e-06
619 638 3.7079e-06 2.8010e-07 3.6985e-06 7.0596e-06
638 641 3.7079e-06 2.8010e-07 3.6985e-06 7.0596e-06
641 647 3.7079e-06 2.8010e-07 3.6985e-06 7.0596e-06
647 648 3.7079e-06 2.8010e-07 3.6985e-06 7.0596e-06
648 674 3.7079e-06 2.8010e-07 3.6985e-06 7.0596e-06
674 694 3.7079e-06 2.8010e-07 3.6985e-06 7.0596e-06
694 696 3.7079e-06 2.8010e-07 3.6985e-06 7.0596e-06
696 711 3.7079e-06 2.8010e-07 3.6985e-06 7.0596e-06
711 732 3.7079e-06 2.8010e-07 3.6985e-06 7.0596e-06
732 744 3.7079e-06 2.8010e-07 3.6985e-06 7.0596e-06
744 748 3.7079e-06 2.8010e-07 3.6985e-06 7.0596e-06
748 756 3.7079e-06 2.8010e-07 3.6985e-06 7.0596e-06
756 772 3.7079e-06 2.8010e-07 3.6985e-06 7.0596e-06
772 781 3.7079e-06 2.8010e-07 3.6985e-06 7.0596e-06
781 812 3.7079e-06 2.8010e-07 3.6985e-06 7.0596e-06
812 824 3.7079e-06 2.8010e-07 3.6985e-06 7.0596e-06
824 842 3.7079e-06 2.8010e-07 3.6985e-06 7.0596e-06
842 843 3.7079e-06 2.8010e-07 3.6985e-06 7.0596e-06
843 847 3.7079e-06 2.8010e-07 3.6985e-06 7.0596e-06
