# parameters
version_bit_string:13816762181795971082,seed:5489,burn_in:100000,num_iter:1000000,stats_thin:1000,block_penalty:50,prior_rate_mean:1,window_size:50,partition_length:4001,overlap_length:200,pade_resolution:10,pade_max:1000,max_lk_start:0.001,max_lk_resolution:0.001,num_snps:18278,num_snp_partitions:4,num_samps:1000
left_snp right_snp mean p0.025 p0.500 p0.975
1068 8671 4.5963e-06 3.5528e-07 5.8675e-06 6.5429e-06
8671 11514 4.5963e-06 3.5528e-07 5.8675e-06 6.5429e-06
11514 11549 4.5963e-06 3.5528e-07 5.8675e-06 6.5429e-06
11549 14522 4.5963e-06 3.5528e-07 5.8675e-06 6.5429e-06
14522 18397 4.5963e-06 3.5528e-07 5.8675e-06 6.5429e-06
18397 19897 4.5963e-06 3.5528e-07 5.8675e-06 6.5429e-06
19897 20149 4.5963e-06 3.5528e-07 5.8675e-06 6.5429e-06
20149 21261 4.5963e-06 3.5528e-07 5.8675e-06 6.5429e-06
21261 21403 4.5963e-06 3.5528e-07 5.8675e-06 6.5429e-06
21403 24397 4.5963e-06 3.5528e-07 5.8675e-06 6.5429e-06
24397 25209 4.5963e-06 3.5528e-07 5.8675e-06 6.5429e-06
25209 25336 4.5963e-06 3.5528e-07 5.8675e-06 6.5429e-06
25336 25749 4.5963e-06 3.5528e-07 5.8675e-06 6.5429e-06
25749 25793 4.5963e-06 3.5528e-07 5.8675e-06 6.5429e-06
25793 25798 4.5963e-06 3.5528e-07 5.8675e-06 6.5429e-06
25798 25839 4.5963e-06 3.5528e-07 5.8675e-06 6.5429e-06
25839 25896 4.5963e-06 3.5528e-07 5.8675e-06 6.5429e-06
25896 25906 4.5963e-06 3.5528e-07 5.8675e-06 6.5429e-06
25906 25915 4.5963e-06 3.5528e-07 5.8675e-06 6.5429e-06
25915 26059 4.5963e-06 3.5528e-07 5.8675e-06 6.5429e-06
26059 26074 4.5963e-06 3.5528e-07 5.8675e-06 6.5429e-06
26074 26080 4.5963e-06 3.5528e-07 5.8675e-06 6.5429e-06
26080 26085 4.5963e-06 3.5528e-07 5.8675e-06 6.5429e-06
26085 26091 4.5963e-06 3.5528e-07 5.8675e-06 6.5429e-06
26091 26143 4.5963e-06 3.5528e-07 5.8675e-06 6.5429e-06
26143 26562 4.5963e-06 3.5528e-07 5.8675e-06 6.5429e-06
26562 27517 4.5963e-06 3.5528e-07 5.8675e-06 6.5429e-06
27517 27573 4.5963e-06 3.5528e-07 5.8675e-06 6.5429e-06
27573 28730 4.5963e-06 3.5528e-07 5.8675e-06 6.5429e-06
28730 29310 4.5963e-06 3.5528e-07 5.8675e-06 6.5429e-06
29310 30319 4.5963e-06 3.5528e-07 5.8675e-06 6.5429e-06
30319 32792 4.5963e-06 3.5528e-07 5.8675e-06 6.5429e-06
32792 33951 4.5963e-06 3.5528e-07 5.8675e-06 6.5429e-06
33951 34684 4.5963e-06 3.5528e-07 5.8675e-06 6.5429e-06
34684 34685 4.5963e-06 3.5528e-07 5.8675e-06 6.5429e-06
34685 35715 4.5963e-06 3.5528e-07 5.8675e-06 6.5429e-06
35715 36110 4.5963e-06 3.5528e-07 5.8675e-06 6.5429e-06
36110 40562 4.5963e-06 3.5528e-07 5.8675e-06 6.5429e-06
40562 40971 8.8951e-06 6.4641e-07 5.9480e-06 8.1185e-05
40971 41573 2.1566e-05 1.1695e-06 6.0555e-06 9.3432e-05
41573 48169 8.7581e-05 7.0364e-05 8.7083e-05 1.0607e-04
48169 48242 8.7581e-05 7.0364e-05 8.7083e-05 1.0607e-04
48242 49312 8.7581e-05 7.0364e-05 8.7083e-05 1.0607e-04
49312 51560 8.7581e-05 7.0364e-05 8.7083e-05 1.0607e-04
51560 51566 8.7581e-05 7.0364e-05 8.7083e-05 1.0607e-04
51566 52119 8.7581e-05 7.0364e-05 8.7083e-05 1.0607e-04
52119 52585 8.7581e-05 7.0364e-05 8.7083e-05 1.0607e-04
52585 52990 8.7581e-05 7.0364e-05 8.7083e-05 1.0607e-04
52990 55586 8.7581e-05 7.0364e-05 8.7083e-05 1.0607e-04
55586 56328 8.7581e-05 7.0364e-05 8.7083e-05 1.0607e-04
56328 57240 8.7581e-05 7.0364e-05 8.7083e-05 1.0607e-04
57240 57403 8.7581e-05 7.0364e-05 8.7083e-05 1.0607e-04
57403 57404 8.7581e-05 7.0364e-05 8.7083e-05 1.0607e-04
57404 57417 8.7581e-05 7.0364e-05 8.7083e-05 1.0607e-04
57417 57422 8.7581e-05 7.0364e-05 8.7083e-05 1.0607e-04
57422 57447 8.7581e-05 7.0364e-05 8.7083e-05 1.0607e-04
57447 57456 8.7581e-05 7.0364e-05 8.7083e-05 1.0607e-04
57456 57518 8.7581e-05 7.0364e-05 8.7083e-05 1.0607e-04
57518 57593 8.7581e-05 7.0364e-05 8.7083e-05 1.0607e-04
57593 57610 8.7581e-05 7.0364e-05 8.7083e-05 1.0607e-04
57610 57614 8.7581e-05 7.0364e-05 8.7083e-05 1.0607e-04
57614 57640 8.7581e-05 7.0364e-05 8.7083e-05 1.0607e-04
57640 57645 8.7581e-05 7.0364e-05 8.7083e-05 1.0607e-04
57645 57765 8.7581e-05 7.0364e-05 8.7083e-05 1.0607e-04
57765 57837 8.7581e-05 7.0364e-05 8.7083e-05 1.0607e-04
57837 57904 8.7581e-05 7.0364e-05 8.7083e-05 1.0607e-04
57904 57939 8.7581e-05 7.0364e-05 8.7083e-05 1.0607e-04
57939 57965 8.7581e-05 7.0364e-05 8.7083e-05 1.0607e-04
57965 58076 8.7581e-05 7.0364e-05 8.7083e-05 1.0607e-04
58076 58253 8.7581e-05 7.0364e-05 8.7083e-05 1.0607e-04
58253 58936 8.7581e-05 7.0364e-05 8.7083e-05 1.0607e-04
58936 59390 8.7581e-05 7.0364e-05 8.7083e-05 1.0607e-04
59390 59397 1.1368e-03 7.0524e-05 8.7825e-05 1.4901e-02
59397 59400 2.0822e-03 7.1202e-05 8.8617e-05 1.5581e-02
59400 59416 3.2565e-03 7.1244e-05 9.0463e-05 1.5759e-02
59416 59417 4.0722e-03 7.1846e-05 9.1376e-05 1.5918e-02
59417 59559 4.7552e-03 7.2239e-05 9.2336e-05 1.5929e-02
59559 59716 1.5032e-02 1.3151e-02 1.5059e-02 1.7028e-02
59716 59789 1.5036e-02 1.3151e-02 1.5059e-02 1.7028e-02
59789 59859 1.5076e-02 1.3173e-02 1.5065e-02 1.7028e-02
59859 59889 1.5094e-02 1.3207e-02 1.5065e-02 1.7028e-02
59889 60240 1.5094e-02 1.3207e-02 1.5065e-02 1.7028e-02
60240 60863 1.5094e-02 1.3207e-02 1.5065e-02 1.7028e-02
60863 60908 1.5094e-02 1.3207e-02 1.5065e-02 1.7028e-02
60908 60909 1.5094e-02 1.3207e-02 1.5065e-02 1.7028e-02
60909 60926 1.5094e-02 1.3207e-02 1.5065e-02 1.7028e-02
60926 60968 1.5094e-02 1.3207e-02 1.5065e-02 1.7028e-02
60968 60977 1.5094e-02 1.3207e-02 1.5065e-02 1.7028e-02
60977 61008 1.5094e-02 1.3207e-02 1.5065e-02 1.7028e-02
61008 61076 1.5094e-02 1.3207e-02 1.5065e-02 1.7028e-02
61076 61079 1.5094e-02 1.3207e-02 1.5065e-02 1.7028e-02
61079 61090 1.5094e-02 1.3207e-02 1.5065e-02 1.7028e-02
61090 61115 1.5094e-02 1.3207e-02 1.5065e-02 1.7028e-02
61115 61128 1.5094e-02 1.3207e-02 1.5065e-02 1.7028e-02
61128 61140 1.5094e-02 1.3207e-02 1.5065e-02 1.7028e-02
61140 61143 1.5094e-02 1.3207e-02 1.5065e-02 1.7028e-02
61143 61166 1.5094e-02 1.3207e-02 1.5065e-02 1.7028e-02
61166 61246 1.5094e-02 1.3207e-02 1.5065e-02 1.7028e-02
61246 61298 1.5094e-02 1.3207e-02 1.5065e-02 1.7028e-02
61298 61383 1.5094e-02 1.3207e-02 1.5065e-02 1.7028e-02
61383 61448 1.5094e-02 1.3207e-02 1.5065e-02 1.7028e-02
61448 61478 1.5094e-02 1.3207e-02 1.5065e-02 1.7028e-02
61478 62018 1.5094e-02 1.3207e-02 1.5065e-02 1.7028e-02
62018 62152 1.5094e-02 1.3207e-02 1.5065e-02 1.7028e-02
62152 64067 1.5094e-02 1.3207e-02 1.5065e-02 1.7028e-02
64067 64418 1.5094e-02 1.3207e-02 1.5065e-02 1.7028e-02
64418 64426 1.5094e-02 1.3207e-02 1.5065e-02 1.7028e-02
64426 64472 1.5094e-02 1.3207e-02 1.5065e-02 1.7028e-02
64472 64477 1.5094e-02 1.3207e-02 1.5065e-02 1.7028e-02
64477 64635 1.5094e-02 1.3207e-02 1.5065e-02 1.7028e-02
64635 64654 1.5094e-02 1.3207e-02 1.5065e-02 1.7028e-02
64654 64659 1.5094e-02 1.3207e-02 1.5065e-02 1.7028e-02
64659 64664 1.5094e-02 1.3207e-02 1.5065e-02 1.7028e-02
64664 64665 1.5094e-02 1.3207e-02 1.5065e-02 1.7028e-02
64665 64674 1.5094e-02 1.3207e-02 1.5065e-02 1.7028e-02
64674 64680 1.5094e-02 1.3207e-02 1.5065e-02 1.7028e-02
64680 64715 1.5094e-02 1.3207e-02 1.5065e-02 1.7028e-02
64715 64728 1.5094e-02 1.3207e-02 1.5065e-02 1.7028e-02
64728 64743 1.5094e-02 1.3207e-02 1.5065e-02 1.7028e-02
64743 64751 1.5094e-02 1.3207e-02 1.5065e-02 1.7028e-02
64751 64757 1.5094e-02 1.3207e-02 1.5065e-02 1.7028e-02
64757 64768 1.5094e-02 1.3207e-02 1.5065e-02 1.7028e-02
64768 64794 1.5094e-02 1.3207e-02 1.5065e-02 1.7028e-02
64794 64803 1.5094e-02 1.3207e-02 1.5065e-02 1.7028e-02
64803 64821 1.5094e-02 1.3207e-02 1.5065e-02 1.7028e-02
64821 64849 1.5094e-02 1.3207e-02 1.5065e-02 1.7028e-02
64849 64859 1.5094e-02 1.3207e-02 1.5065e-02 1.7028e-02
64859 64860 1.5094e-02 1.3207e-02 1.5065e-02 1.7028e-02
64860 64884 1.5094e-02 1.3207e-02 1.5065e-02 1.7028e-02
64884 64899 1.5094e-02 1.3207e-02 1.5065e-02 1.7028e-02
64899 64907 1.5094e-02 1.3207e-02 1.5065e-02 1.7028e-02
64907 64908 1.5094e-02 1.3207e-02 1.5065e-02 1.7028e-02
64908 64925 1.5094e-02 1.3207e-02 1.5065e-02 1.7028e-02
64925 64932 1.5094e-02 1.3207e-02 1.5065e-02 1.7028e-02
64932 65091 1.5094e-02 1.3207e-02 1.5065e-02 1.7028e-02
65091 65271 1.5094e-02 1.3207e-02 1.5065e-02 1.7028e-02
65271 65328 1.5094e-02 1.3207e-02 1.5065e-02 1.7028e-02
65328 65390 1.5094e-02 1.3207e-02 1.5065e-02 1.7028e-02
65390 65476 1.5094e-02 1.3207e-02 1.5065e-02 1.7028e-02
65476 65477 1.5094e-02 1.3207e-02 1.5065e-02 1.7028e-02
65477 65582 1.5094e-02 1.3207e-02 1.5065e-02 1.7028e-02
65582 65707 1.5094e-02 1.3207e-02 1.5065e-02 1.7028e-02
65707 65793 1.5094e-02 1.3207e-02 1.5065e-02 1.7028e-02
65793 65820 1.5094e-02 1.3207e-02 1.5065e-02 1.7028e-02
65820 65839 1.5094e-02 1.3207e-02 1.5065e-02 1.7028e-02
65839 66044 1.5094e-02 1.3207e-02 1.5065e-02 1.7028e-02
66044 66069 1.5094e-02 1.3207e-02 1.5065e-02 1.7028e-02
66069 66086 1.5094e-02 1.3207e-02 1.5065e-02 1.7028e-02
66086 66218 1.5094e-02 1.3207e-02 1.5065e-02 1.7028e-02
66218 66276 1.5094e-02 1.3207e-02 1.5065e-02 1.7028e-02
66276 66305 1.5094e-02 1.3207e-02 1.5065e-02 1.7028e-02
66305 66317 1.5094e-02 1.3207e-02 1.5065e-02 1.7028e-02
66317 66506 1.5094e-02 1.3207e-02 1.5065e-02 1.7028e-02
66506 66515 1.5094e-02 1.3207e-02 1.5065e-02 1.7028e-02
66515 66516 1.5094e-02 1.3207e-02 1.5065e-02 1.7028e-02
66516 66608 1.5094e-02 1.3207e-02 1.5065e-02 1.7028e-02
66608 66614 1.5094e-02 1.3207e-02 1.5065e-02 1.7028e-02
66614 66630 1.5094e-02 1.3207e-02 1.5065e-02 1.7028e-02
66630 66631 1.5094e-02 1.3207e-02 1.5065e-02 1.7028e-02
66631 66648 1.5094e-02 1.3207e-02 1.5065e-02 1.7028e-02
66648 66666 1.5094e-02 1.3207e-02 1.5065e-02 1.7028e-02
66666 66718 2.3773e-02 1.3241e-02 1.5202e-02 1.0401e-01
66718 66930 8.4020e-02 1.4354e-02 1.0005e-01 1.1879e-01
66930 66981 1.0255e-01 8.1538e-02 1.0223e-01 1.2909e-01
66981 66986 1.0303e-01 8.2165e-02 1.0231e-01 1.3021e-01
66986 67073 1.0303e-01 8.2165e-02 1.0231e-01 1.3021e-01
67073 67079 1.0303e-01 8.2165e-02 1.0231e-01 1.3021e-01
67079 67160 1.0303e-01 8.2165e-02 1.0231e-01 1.3021e-01
67160 67163 1.0303e-01 8.2165e-02 1.0231e-01 1.3021e-01
67163 67183 1.0303e-01 8.2165e-02 1.0231e-01 1.3021e-01
67183 67192 1.0303e-01 8.2165e-02 1.0231e-01 1.3021e-01
67192 67198 1.0303e-01 8.2165e-02 1.0231e-01 1.3021e-01
67198 67237 1.0303e-01 8.2165e-02 1.0231e-01 1.3021e-01
67237 67249 1.0303e-01 8.2165e-02 1.0231e-01 1.3021e-01
67249 67250 1.0303e-01 8.2165e-02 1.0231e-01 1.3021e-01
67250 67308 1.0303e-01 8.2165e-02 1.0231e-01 1.3021e-01
67308 67309 1.0303e-01 8.2165e-02 1.0231e-01 1.3021e-01
67309 67313 1.0303e-01 8.2165e-02 1.0231e-01 1.3021e-01
67313 67331 1.0303e-01 8.2165e-02 1.0231e-01 1.3021e-01
67331 67337 1.0303e-01 8.2165e-02 1.0231e-01 1.3021e-01
67337 67342 1.0303e-01 8.2165e-02 1.0231e-01 1.3021e-01
67342 67346 1.0303e-01 8.2165e-02 1.0231e-01 1.3021e-01
