# parameters
version_bit_string:13816762181795971082,seed:5489,burn_in:100000,num_iter:1000000,stats_thin:1000,block_penalty:50,prior_rate_mean:1,window_size:50,partition_length:4001,overlap_length:200,pade_resolution:10,pade_max:1000,max_lk_start:0.001,max_lk_resolution:0.001,num_snps:11931,num_snp_partitions:2,num_samps:1000
 left_snp right_snp mean p0.025 p0.500 p0.975
150 210 5.5696e-06 3.8130e-06 5.6215e-06 6.6119e-06
210 291 5.5696e-06 3.8130e-06 5.6215e-06 6.6119e-06
291 294 5.5696e-06 3.8130e-06 5.6215e-06 6.6119e-06
294 379 5.5696e-06 3.8130e-06 5.6215e-06 6.6119e-06
379 398 5.5696e-06 3.8130e-06 5.6215e-06 6.6119e-06
398 435 5.5696e-06 3.8130e-06 5.6215e-06 6.6119e-06
435 455 5.5696e-06 3.8130e-06 5.6215e-06 6.6119e-06
455 478 5.5696e-06 3.8130e-06 5.6215e-06 6.6119e-06
478 479 5.5696e-06 3.8130e-06 5.6215e-06 6.6119e-06
479 534 5.5696e-06 3.8130e-06 5.6215e-06 6.6119e-06
534 565 5.5696e-06 3.8130e-06 5.6215e-06 6.6119e-06
565 574 5.5696e-06 3.8130e-06 5.6215e-06 6.6119e-06
574 625 5.5696e-06 3.8130e-06 5.6215e-06 6.6119e-06
625 643 5.5696e-06 3.8130e-06 5.6215e-06 6.6119e-06
643 671 5.5696e-06 3.8130e-06 5.6215e-06 6.6119e-06
671 911 5.5696e-06 3.8130e-06 5.6215e-06 6.6119e-06
911 935 5.5696e-06 3.8130e-06 5.6215e-06 6.6119e-06
935 973 5.5696e-06 3.8130e-06 5.6215e-06 6.6119e-06
973 1660 5.5696e-06 3.8130e-06 5.6215e-06 6.6119e-06
1660 2377 5.5696e-06 3.8130e-06 5.6215e-06 6.6119e-06
2377 2932 5.5696e-06 3.8130e-06 5.6215e-06 6.6119e-06
2932 2958 5.5696e-06 3.8130e-06 5.6215e-06 6.6119e-06
2958 3511 5.5696e-06 3.8130e-06 5.6215e-06 6.6119e-06
3511 4200 5.5696e-06 3.8130e-06 5.6215e-06 6.6119e-06
4200 4271 5.5696e-06 3.8130e-06 5.6215e-06 6.6119e-06
4271 4600 5.5696e-06 3.8130e-06 5.6215e-06 6.6119e-06
4600 4670 5.5696e-06 3.8130e-06 5.6215e-06 6.6119e-06
4670 5610 5.5696e-06 3.8130e-06 5.6215e-06 6.6119e-06
5610 7055 5.5696e-06 3.8130e-06 5.6215e-06 6.6119e-06
7055 7661 5.5696e-06 3.8130e-06 5.6215e-06 6.6119e-06
7661 7814 5.5696e-06 3.8130e-06 5.6215e-06 6.6119e-06
7814 8174 5.5696e-06 3.8130e-06 5.6215e-06 6.6119e-06
8174 8381 5.5696e-06 3.8130e-06 5.6215e-06 6.6119e-06
8381 8383 5.5696e-06 3.8130e-06 5.6215e-06 6.6119e-06
8383 8608 5.5696e-06 3.8130e-06 5.6215e-06 6.6119e-06
8608 8982 5.5696e-06 3.8130e-06 5.6215e-06 6.6119e-06
8982 9321 5.5696e-06 3.8130e-06 5.6215e-06 6.6119e-06
9321 9938 5.5696e-06 3.8130e-06 5.6215e-06 6.6119e-06
9938 10166 5.5696e-06 3.8130e-06 5.6215e-06 6.6119e-06
10166 11297 5.5696e-06 3.8130e-06 5.6215e-06 6.6119e-06
11297 11811 5.5696e-06 3.8130e-06 5.6215e-06 6.6119e-06
11811 12886 5.5696e-06 3.8130e-06 5.6215e-06 6.6119e-06
12886 13891 5.5696e-06 3.8130e-06 5.6215e-06 6.6119e-06
13891 14927 5.5696e-06 3.8130e-06 5.6215e-06 6.6119e-06
14927 16725 5.5696e-06 3.8130e-06 5.6215e-06 6.6119e-06
16725 17891 5.5696e-06 3.8130e-06 5.6215e-06 6.6119e-06
17891 18676 5.5696e-06 3.8130e-06 5.6215e-06 6.6119e-06
18676 18789 5.5696e-06 3.8130e-06 5.6215e-06 6.6119e-06
18789 19118 5.5696e-06 3.8130e-06 5.6215e-06 6.6119e-06
19118 19923 5.5696e-06 3.8130e-06 5.6215e-06 6.6119e-06
19923 20194 5.5696e-06 3.8130e-06 5.6215e-06 6.6119e-06
20194 20202 5.5696e-06 3.8130e-06 5.6215e-06 6.6119e-06
20202 20256 5.5696e-06 3.8130e-06 5.6215e-06 6.6119e-06
20256 20257 5.5696e-06 3.8130e-06 5.6215e-06 6.6119e-06
20257 20309 5.5696e-06 3.8130e-06 5.6215e-06 6.6119e-06
20309 20320 5.5696e-06 3.8130e-06 5.6215e-06 6.6119e-06
20320 20360 5.5696e-06 3.8130e-06 5.6215e-06 6.6119e-06
20360 20430 5.5696e-06 3.8130e-06 5.6215e-06 6.6119e-06
20430 20431 5.5696e-06 3.8130e-06 5.6215e-06 6.6119e-06
20431 20493 5.5696e-06 3.8130e-06 5.6215e-06 6.6119e-06
20493 20544 5.5696e-06 3.8130e-06 5.6215e-06 6.6119e-06
20544 20623 5.5696e-06 3.8130e-06 5.6215e-06 6.6119e-06
20623 20674 5.5696e-06 3.8130e-06 5.6215e-06 6.6119e-06
20674 20724 5.5696e-06 3.8130e-06 5.6215e-06 6.6119e-06
20724 20784 5.5696e-06 3.8130e-06 5.6215e-06 6.6119e-06
20784 20791 5.5696e-06 3.8130e-06 5.6215e-06 6.6119e-06
20791 20792 5.5696e-06 3.8130e-06 5.6215e-06 6.6119e-06
20792 20804 5.5696e-06 3.8130e-06 5.6215e-06 6.6119e-06
20804 20805 5.5696e-06 3.8130e-06 5.6215e-06 6.6119e-06
20805 20813 5.5696e-06 3.8130e-06 5.6215e-06 6.6119e-06
20813 20835 5.5696e-06 3.8130e-06 5.6215e-06 6.6119e-06
20835 20847 5.5696e-06 3.8130e-06 5.6215e-06 6.6119e-06
20847 20861 5.5696e-06 3.8130e-06 5.6215e-06 6.6119e-06
