# parameters
version_bit_string:13816762181795971082,seed:5489,burn_in:100000,num_iter:1000000,stats_thin:1000,block_penalty:50,prior_rate_mean:1,window_size:50,partition_length:4001,overlap_length:200,pade_resolution:10,pade_max:1000,max_lk_start:0.001,max_lk_resolution:0.001,num_snps:13442,num_snp_partitions:3,num_samps:1000
 left_snp right_snp mean p0.025 p0.500 p0.975
183 209 2.2603e-05 1.9716e-05 2.2860e-05 2.4936e-05
209 374 2.2603e-05 1.9716e-05 2.2860e-05 2.4936e-05
374 2221 2.2603e-05 1.9716e-05 2.2860e-05 2.4936e-05
2221 6544 2.2603e-05 1.9716e-05 2.2860e-05 2.4936e-05
6544 8249 2.2603e-05 1.9716e-05 2.2860e-05 2.4936e-05
8249 9105 2.2603e-05 1.9716e-05 2.2860e-05 2.4936e-05
9105 9975 2.2603e-05 1.9716e-05 2.2860e-05 2.4936e-05
9975 14036 2.2603e-05 1.9716e-05 2.2860e-05 2.4936e-05
14036 16658 2.2603e-05 1.9716e-05 2.2860e-05 2.4936e-05
16658 17648 2.2603e-05 1.9716e-05 2.2860e-05 2.4936e-05
17648 18054 2.2603e-05 1.9716e-05 2.2860e-05 2.4936e-05
18054 22274 2.2603e-05 1.9716e-05 2.2860e-05 2.4936e-05
22274 28087 2.2603e-05 1.9716e-05 2.2860e-05 2.4936e-05
28087 32196 2.2603e-05 1.9716e-05 2.2860e-05 2.4936e-05
32196 34391 2.2603e-05 1.9716e-05 2.2860e-05 2.4936e-05
34391 38066 2.2603e-05 1.9716e-05 2.2860e-05 2.4936e-05
38066 41008 2.2603e-05 1.9716e-05 2.2860e-05 2.4936e-05
41008 45975 2.2603e-05 1.9716e-05 2.2860e-05 2.4936e-05
45975 46742 2.2603e-05 1.9716e-05 2.2860e-05 2.4936e-05
46742 46743 2.2603e-05 1.9716e-05 2.2860e-05 2.4936e-05
46743 47301 2.2603e-05 1.9716e-05 2.2860e-05 2.4936e-05
47301 48831 2.2603e-05 1.9716e-05 2.2860e-05 2.4936e-05
48831 55244 2.2603e-05 1.9716e-05 2.2860e-05 2.4936e-05
55244 55367 2.2603e-05 1.9716e-05 2.2860e-05 2.4936e-05
55367 55463 2.2603e-05 1.9716e-05 2.2860e-05 2.4936e-05
55463 55932 2.2603e-05 1.9716e-05 2.2860e-05 2.4936e-05
55932 55954 2.2603e-05 1.9716e-05 2.2860e-05 2.4936e-05
55954 56119 2.2603e-05 1.9716e-05 2.2860e-05 2.4936e-05
56119 57388 2.2603e-05 1.9716e-05 2.2860e-05 2.4936e-05
57388 57856 2.2603e-05 1.9716e-05 2.2860e-05 2.4936e-05
57856 58227 2.2603e-05 1.9716e-05 2.2860e-05 2.4936e-05
58227 60764 2.2603e-05 1.9716e-05 2.2860e-05 2.4936e-05
60764 64854 2.2603e-05 1.9716e-05 2.2860e-05 2.4936e-05
64854 64984 2.2603e-05 1.9716e-05 2.2860e-05 2.4936e-05
64984 65735 2.2603e-05 1.9716e-05 2.2860e-05 2.4936e-05
65735 66775 2.2603e-05 1.9716e-05 2.2860e-05 2.4936e-05
66775 66850 2.2603e-05 1.9716e-05 2.2860e-05 2.4936e-05
66850 67896 2.2603e-05 1.9716e-05 2.2860e-05 2.4936e-05
67896 77186 2.2603e-05 1.9716e-05 2.2860e-05 2.4936e-05
77186 84515 2.2603e-05 1.9716e-05 2.2860e-05 2.4936e-05
84515 87783 2.2603e-05 1.9716e-05 2.2860e-05 2.4936e-05
87783 87852 2.2603e-05 1.9716e-05 2.2860e-05 2.4936e-05
87852 88399 2.2603e-05 1.9716e-05 2.2860e-05 2.4936e-05
