# parameters
version_bit_string:13816762181795971082,seed:5489,burn_in:100000,num_iter:1000000,stats_thin:1000,block_penalty:50,prior_rate_mean:1,window_size:50,partition_length:4001,overlap_length:200,pade_resolution:10,pade_max:1000,max_lk_start:0.001,max_lk_resolution:0.001,num_snps:46994,num_snp_partitions:11,num_samps:1000
left_snp right_snp mean p0.025 p0.500 p0.975
391 678 7.4573e-03 5.7708e-03 7.3973e-03 9.4755e-03
678 1125 7.4573e-03 5.7708e-03 7.3973e-03 9.4755e-03
1125 1134 3.9401e-03 7.7772e-07 5.9852e-03 8.9615e-03
1134 1154 2.2573e-04 5.0385e-07 7.6830e-06 5.1207e-03
1154 1171 7.4874e-06 5.0385e-07 7.4198e-06 1.8062e-05
1171 1189 7.4874e-06 5.0385e-07 7.4198e-06 1.8062e-05
1189 1196 7.4874e-06 5.0385e-07 7.4198e-06 1.8062e-05
1196 1225 7.4874e-06 5.0385e-07 7.4198e-06 1.8062e-05
1225 1234 7.4874e-06 5.0385e-07 7.4198e-06 1.8062e-05
1234 1237 7.4874e-06 5.0385e-07 7.4198e-06 1.8062e-05
1237 1246 7.4874e-06 5.0385e-07 7.4198e-06 1.8062e-05
1246 1258 7.4874e-06 5.0385e-07 7.4198e-06 1.8062e-05
1258 1277 7.4874e-06 5.0385e-07 7.4198e-06 1.8062e-05
1277 1279 7.4874e-06 5.0385e-07 7.4198e-06 1.8062e-05
1279 1304 7.4874e-06 5.0385e-07 7.4198e-06 1.8062e-05
1304 1311 7.4874e-06 5.0385e-07 7.4198e-06 1.8062e-05
1311 1317 7.4874e-06 5.0385e-07 7.4198e-06 1.8062e-05
1317 1338 7.4874e-06 5.0385e-07 7.4198e-06 1.8062e-05
1338 1354 7.4874e-06 5.0385e-07 7.4198e-06 1.8062e-05
1354 1357 7.4874e-06 5.0385e-07 7.4198e-06 1.8062e-05
1357 1382 7.4874e-06 5.0385e-07 7.4198e-06 1.8062e-05
1382 1386 7.4874e-06 5.0385e-07 7.4198e-06 1.8062e-05
1386 1387 7.4874e-06 5.0385e-07 7.4198e-06 1.8062e-05
1387 1393 7.4874e-06 5.0385e-07 7.4198e-06 1.8062e-05
1393 1394 7.4874e-06 5.0385e-07 7.4198e-06 1.8062e-05
1394 1399 7.4874e-06 5.0385e-07 7.4198e-06 1.8062e-05
1399 1594 7.4874e-06 5.0385e-07 7.4198e-06 1.8062e-05
1594 1604 7.4874e-06 5.0385e-07 7.4198e-06 1.8062e-05
1604 1607 7.4874e-06 5.0385e-07 7.4198e-06 1.8062e-05
1607 1609 7.4874e-06 5.0385e-07 7.4198e-06 1.8062e-05
1609 1616 7.4874e-06 5.0385e-07 7.4198e-06 1.8062e-05
1616 1617 7.4874e-06 5.0385e-07 7.4198e-06 1.8062e-05
1617 1640 7.4874e-06 5.0385e-07 7.4198e-06 1.8062e-05
1640 1643 7.4874e-06 5.0385e-07 7.4198e-06 1.8062e-05
1643 1647 7.4874e-06 5.0385e-07 7.4198e-06 1.8062e-05
1647 1667 7.4874e-06 5.0385e-07 7.4198e-06 1.8062e-05
1667 1669 7.4874e-06 5.0385e-07 7.4198e-06 1.8062e-05
1669 1682 7.4874e-06 5.0385e-07 7.4198e-06 1.8062e-05
1682 1683 7.4874e-06 5.0385e-07 7.4198e-06 1.8062e-05
1683 1693 7.4874e-06 5.0385e-07 7.4198e-06 1.8062e-05
1693 1699 7.4874e-06 5.0385e-07 7.4198e-06 1.8062e-05
1699 1701 7.4874e-06 5.0385e-07 7.4198e-06 1.8062e-05
1701 1704 7.4874e-06 5.0385e-07 7.4198e-06 1.8062e-05
1704 1709 7.4874e-06 5.0385e-07 7.4198e-06 1.8062e-05
1709 1714 7.4874e-06 5.0385e-07 7.4198e-06 1.8062e-05
1714 1725 7.4874e-06 5.0385e-07 7.4198e-06 1.8062e-05
1725 1808 7.4874e-06 5.0385e-07 7.4198e-06 1.8062e-05
1808 1819 7.4874e-06 5.0385e-07 7.4198e-06 1.8062e-05
1819 1834 7.4874e-06 5.0385e-07 7.4198e-06 1.8062e-05
1834 1869 7.4874e-06 5.0385e-07 7.4198e-06 1.8062e-05
1869 1882 7.4874e-06 5.0385e-07 7.4198e-06 1.8062e-05
1882 1886 7.4874e-06 5.0385e-07 7.4198e-06 1.8062e-05
1886 1917 7.4874e-06 5.0385e-07 7.4198e-06 1.8062e-05
1917 1951 7.4874e-06 5.0385e-07 7.4198e-06 1.8062e-05
1951 1991 7.4874e-06 5.0385e-07 7.4198e-06 1.8062e-05
