Node	Beg	End
124-2.whole.wo.indels.fasta.chr-4	2125101	2125131
124-2.whole.wo.indels.fasta.chr-4	2129801	2130488
124-2.whole.wo.indels.fasta.chr-4	2294987	2297270
124-2.whole.wo.indels.fasta.chr-4	2298186	2299198
124-2.whole.wo.indels.fasta.chr-4	2681652	2686140
124-2.whole.wo.indels.fasta.chr-4	2687962	2688407
124-2.whole.wo.indels.fasta.chr-4	2689325	2693446
124-2.whole.wo.indels.fasta.chr-4	2724414	2726154
124-2.whole.wo.indels.fasta.chr-4	2727186	2731035
124-2.whole.wo.indels.fasta.chr-4	2741048	2742468
124-2.whole.wo.indels.fasta.chr-4	2770937	2778468
124-2.whole.wo.indels.fasta.chr-4	2791435	2793767
124-2.whole.wo.indels.fasta.chr-4	2794899	2798976
131-4.whole.wo.indels.fasta.chr-4	1471902	1474089
131-4.whole.wo.indels.fasta.chr-4	1474970	1478450
131-4.whole.wo.indels.fasta.chr-4	1508481	1510550
131-4.whole.wo.indels.fasta.chr-4	1520629	1523330
131-4.whole.wo.indels.fasta.chr-4	1530353	1530603
131-4.whole.wo.indels.fasta.chr-4	1532067	1533516
131-4.whole.wo.indels.fasta.chr-4	1536850	1537098
131-4.whole.wo.indels.fasta.chr-4	1538045	1544554
131-4.whole.wo.indels.fasta.chr-4	1547220	1547276
131-4.whole.wo.indels.fasta.chr-4	1548372	1549459
131-4.whole.wo.indels.fasta.chr-4	1816953	1816968
131-4.whole.wo.indels.fasta.chr-4	2492017	2495237
131-4.whole.wo.indels.fasta.chr-4	2726244	2726250
131-4.whole.wo.indels.fasta.chr-4	2866038	2866104
132-2.whole.wo.indels.fasta.chr-4	142741	142764
132-2.whole.wo.indels.fasta.chr-4	160898	161102
132-2.whole.wo.indels.fasta.chr-4	2501341	2501419
132-2.whole.wo.indels.fasta.chr-4	2726164	2726247
132-2.whole.wo.indels.fasta.chr-4	2727241	2727247
134-1.whole.wo.indels.fasta.chr-4	1816953	1816962
134-1.whole.wo.indels.fasta.chr-4	2819066	2819071
14-23s.whole.wo.indels.fasta.chr-4	968	1459
14-23s.whole.wo.indels.fasta.chr-4	239560	239674
14-23s.whole.wo.indels.fasta.chr-4	694363	699749
14-23s.whole.wo.indels.fasta.chr-4	704643	706543
14-23s.whole.wo.indels.fasta.chr-4	710766	717071
14-23s.whole.wo.indels.fasta.chr-4	717992	720189
14-23s.whole.wo.indels.fasta.chr-4	721506	724442
14-23s.whole.wo.indels.fasta.chr-4	726747	727857
14-23s.whole.wo.indels.fasta.chr-4	729268	736190
14-23s.whole.wo.indels.fasta.chr-4	738628	743662
14-23s.whole.wo.indels.fasta.chr-4	746334	747649
14-23s.whole.wo.indels.fasta.chr-4	748887	751412
14-23s.whole.wo.indels.fasta.chr-4	754053	754761
14-23s.whole.wo.indels.fasta.chr-4	755840	757621
14-23s.whole.wo.indels.fasta.chr-4	759392	761004
14-23s.whole.wo.indels.fasta.chr-4	762411	762684
14-23s.whole.wo.indels.fasta.chr-4	764943	765457
14-23s.whole.wo.indels.fasta.chr-4	770055	772088
14-23s.whole.wo.indels.fasta.chr-4	773694	776964
14-23s.whole.wo.indels.fasta.chr-4	790172	792543
14-23s.whole.wo.indels.fasta.chr-4	796336	796681
14-23s.whole.wo.indels.fasta.chr-4	797705	798767
14-23s.whole.wo.indels.fasta.chr-4	800255	800591
14-23s.whole.wo.indels.fasta.chr-4	801284	802252
14-23s.whole.wo.indels.fasta.chr-4	803736	805641
14-23s.whole.wo.indels.fasta.chr-4	806896	808738
14-23s.whole.wo.indels.fasta.chr-4	810069	810638
14-23s.whole.wo.indels.fasta.chr-4	811718	812247
14-23s.whole.wo.indels.fasta.chr-4	814225	814863
14-23s.whole.wo.indels.fasta.chr-4	823604	823932
14-23s.whole.wo.indels.fasta.chr-4	835440	835890
14-23s.whole.wo.indels.fasta.chr-4	842305	843240
14-23s.whole.wo.indels.fasta.chr-4	852579	855702
14-23s.whole.wo.indels.fasta.chr-4	856726	857027
14-23s.whole.wo.indels.fasta.chr-4	865127	866774
14-23s.whole.wo.indels.fasta.chr-4	872504	873270
14-23s.whole.wo.indels.fasta.chr-4	881954	883025
14-23s.whole.wo.indels.fasta.chr-4	900399	900898
14-23s.whole.wo.indels.fasta.chr-4	909083	911251
14-23s.whole.wo.indels.fasta.chr-4	914397	914998
14-23s.whole.wo.indels.fasta.chr-4	932342	933745
14-23s.whole.wo.indels.fasta.chr-4	949258	950482
14-23s.whole.wo.indels.fasta.chr-4	952751	953910
14-23s.whole.wo.indels.fasta.chr-4	955186	959168
14-23s.whole.wo.indels.fasta.chr-4	961121	962947
14-23s.whole.wo.indels.fasta.chr-4	965434	965807
14-23s.whole.wo.indels.fasta.chr-4	967769	967941
14-23s.whole.wo.indels.fasta.chr-4	976022	976676
14-23s.whole.wo.indels.fasta.chr-4	986077	988803
14-23s.whole.wo.indels.fasta.chr-4	992162	996158
14-23s.whole.wo.indels.fasta.chr-4	998966	999092
14-23s.whole.wo.indels.fasta.chr-4	1006149	1006540
14-23s.whole.wo.indels.fasta.chr-4	1007388	1011688
14-23s.whole.wo.indels.fasta.chr-4	1013655	1019334
14-23s.whole.wo.indels.fasta.chr-4	1020573	1021910
14-23s.whole.wo.indels.fasta.chr-4	1022555	1028053
14-23s.whole.wo.indels.fasta.chr-4	1031256	1031589
14-23s.whole.wo.indels.fasta.chr-4	1036061	1048268
14-23s.whole.wo.indels.fasta.chr-4	1049298	1051859
14-23s.whole.wo.indels.fasta.chr-4	1058211	1070657
14-23s.whole.wo.indels.fasta.chr-4	1072396	1073712
14-23s.whole.wo.indels.fasta.chr-4	1075123	1076816
14-23s.whole.wo.indels.fasta.chr-4	1077938	1078262
14-23s.whole.wo.indels.fasta.chr-4	1081294	1082743
14-23s.whole.wo.indels.fasta.chr-4	1091419	1092671
14-23s.whole.wo.indels.fasta.chr-4	1095169	1098033
14-23s.whole.wo.indels.fasta.chr-4	1104949	1105565
14-23s.whole.wo.indels.fasta.chr-4	1111013	1117378
14-23s.whole.wo.indels.fasta.chr-4	1119412	1119783
14-23s.whole.wo.indels.fasta.chr-4	1124498	1126842
14-23s.whole.wo.indels.fasta.chr-4	1129016	1136214
14-23s.whole.wo.indels.fasta.chr-4	1138284	1165516
14-23s.whole.wo.indels.fasta.chr-4	1167096	1168888
14-23s.whole.wo.indels.fasta.chr-4	1170161	1171732
14-23s.whole.wo.indels.fasta.chr-4	1174063	1174735
14-23s.whole.wo.indels.fasta.chr-4	1177024	1179350
14-23s.whole.wo.indels.fasta.chr-4	1180941	1182470
14-23s.whole.wo.indels.fasta.chr-4	1183797	1184161
14-23s.whole.wo.indels.fasta.chr-4	1194462	1195105
14-23s.whole.wo.indels.fasta.chr-4	1196492	1197303
14-23s.whole.wo.indels.fasta.chr-4	1199808	1202343
14-23s.whole.wo.indels.fasta.chr-4	1204810	1205939
14-23s.whole.wo.indels.fasta.chr-4	1213968	1216044
14-23s.whole.wo.indels.fasta.chr-4	1222874	1223350
14-23s.whole.wo.indels.fasta.chr-4	1227054	1227370
14-23s.whole.wo.indels.fasta.chr-4	1238777	1243316
14-23s.whole.wo.indels.fasta.chr-4	1250613	1251422
14-23s.whole.wo.indels.fasta.chr-4	1262200	1262394
14-23s.whole.wo.indels.fasta.chr-4	1264085	1264625
14-23s.whole.wo.indels.fasta.chr-4	1266380	1267540
14-23s.whole.wo.indels.fasta.chr-4	1271636	1272117
14-23s.whole.wo.indels.fasta.chr-4	1276580	1277506
14-23s.whole.wo.indels.fasta.chr-4	1281026	1282265
14-23s.whole.wo.indels.fasta.chr-4	1288993	1289620
14-23s.whole.wo.indels.fasta.chr-4	1290967	1291410
14-23s.whole.wo.indels.fasta.chr-4	1298192	1298410
14-23s.whole.wo.indels.fasta.chr-4	1347067	1347992
14-23s.whole.wo.indels.fasta.chr-4	1419259	1419694
14-23s.whole.wo.indels.fasta.chr-4	1425106	1425648
14-23s.whole.wo.indels.fasta.chr-4	1454470	1455594
14-23s.whole.wo.indels.fasta.chr-4	1464884	1465222
14-23s.whole.wo.indels.fasta.chr-4	1476741	1482262
14-23s.whole.wo.indels.fasta.chr-4	1496934	1497390
14-23s.whole.wo.indels.fasta.chr-4	1509211	1510550
14-23s.whole.wo.indels.fasta.chr-4	1521688	1523023
14-23s.whole.wo.indels.fasta.chr-4	1567468	1568654
14-23s.whole.wo.indels.fasta.chr-4	1569440	1571726
14-23s.whole.wo.indels.fasta.chr-4	1573973	1578534
14-23s.whole.wo.indels.fasta.chr-4	1582478	1583677
14-23s.whole.wo.indels.fasta.chr-4	1584512	1585259
14-23s.whole.wo.indels.fasta.chr-4	1587283	1587858
14-23s.whole.wo.indels.fasta.chr-4	1589668	1590416
14-23s.whole.wo.indels.fasta.chr-4	1591831	1592427
14-23s.whole.wo.indels.fasta.chr-4	1595171	1599910
14-23s.whole.wo.indels.fasta.chr-4	1603788	1604250
14-23s.whole.wo.indels.fasta.chr-4	1610486	1611168
14-23s.whole.wo.indels.fasta.chr-4	1639694	1640257
14-23s.whole.wo.indels.fasta.chr-4	1645566	1645739
14-23s.whole.wo.indels.fasta.chr-4	1652414	1652517
14-23s.whole.wo.indels.fasta.chr-4	1663030	1667027
14-23s.whole.wo.indels.fasta.chr-4	1669493	1671472
14-23s.whole.wo.indels.fasta.chr-4	1679676	1680403
14-23s.whole.wo.indels.fasta.chr-4	1690217	1690815
14-23s.whole.wo.indels.fasta.chr-4	1693358	1695738
14-23s.whole.wo.indels.fasta.chr-4	1696697	1699027
14-23s.whole.wo.indels.fasta.chr-4	1701050	1702458
14-23s.whole.wo.indels.fasta.chr-4	1711761	1715818
14-23s.whole.wo.indels.fasta.chr-4	1718621	1728941
14-23s.whole.wo.indels.fasta.chr-4	1731039	1735368
14-23s.whole.wo.indels.fasta.chr-4	1736779	1739353
14-23s.whole.wo.indels.fasta.chr-4	1743477	1743638
14-23s.whole.wo.indels.fasta.chr-4	1745023	1745474
