# parameters
version_bit_string:13816762181795971082,seed:5489,burn_in:100000,num_iter:1000000,stats_thin:1000,block_penalty:50,prior_rate_mean:1,window_size:50,partition_length:4001,overlap_length:200,pade_resolution:10,pade_max:1000,max_lk_start:0.001,max_lk_resolution:0.001,num_snps:17119,num_snp_partitions:4,num_samps:1000
 left_snp right_snp mean p0.025 p0.500 p0.975
171 434 6.8496e-04 4.5354e-04 6.9154e-04 8.3777e-04
434 489 6.8496e-04 4.5354e-04 6.9154e-04 8.3777e-04
489 502 6.8496e-04 4.5354e-04 6.9154e-04 8.3777e-04
502 566 6.8496e-04 4.5354e-04 6.9154e-04 8.3777e-04
566 703 6.8496e-04 4.5354e-04 6.9154e-04 8.3777e-04
703 735 6.8496e-04 4.5354e-04 6.9154e-04 8.3777e-04
735 774 6.8496e-04 4.5354e-04 6.9154e-04 8.3777e-04
774 945 6.8496e-04 4.5354e-04 6.9154e-04 8.3777e-04
945 948 6.8496e-04 4.5354e-04 6.9154e-04 8.3777e-04
948 950 6.8496e-04 4.5354e-04 6.9154e-04 8.3777e-04
950 979 6.8496e-04 4.5354e-04 6.9154e-04 8.3777e-04
979 1091 6.8496e-04 4.5354e-04 6.9154e-04 8.3777e-04
1091 1116 6.8496e-04 4.5354e-04 6.9154e-04 8.3777e-04
1116 1393 6.8496e-04 4.5354e-04 6.9154e-04 8.3777e-04
1393 10526 6.8496e-04 4.5354e-04 6.9154e-04 8.3777e-04
10526 16820 6.8496e-04 4.5354e-04 6.9154e-04 8.3777e-04
16820 18492 6.8496e-04 4.5354e-04 6.9154e-04 8.3777e-04
18492 19308 6.8496e-04 4.5354e-04 6.9154e-04 8.3777e-04
19308 19824 3.5846e-04 7.0460e-06 4.9120e-04 7.6430e-04
19824 22138 4.7135e-05 6.9898e-06 7.7796e-06 5.1706e-04
22138 23912 3.8941e-05 6.9898e-06 7.7539e-06 4.8649e-04
23912 31204 1.2820e-05 6.9866e-06 7.6657e-06 1.6039e-05
31204 32285 1.2820e-05 6.9866e-06 7.6657e-06 1.6039e-05
32285 32293 1.2820e-05 6.9866e-06 7.6657e-06 1.6039e-05
32293 32294 1.2266e-05 6.9866e-06 7.6497e-06 1.5949e-05
32294 32336 1.2011e-05 6.9866e-06 7.6497e-06 1.5929e-05
32336 32438 1.0981e-05 6.9866e-06 7.6496e-06 1.5879e-05
32438 32450 1.0981e-05 6.9866e-06 7.6496e-06 1.5879e-05
32450 32454 1.0981e-05 6.9866e-06 7.6496e-06 1.5879e-05
32454 32465 1.0981e-05 6.9866e-06 7.6496e-06 1.5879e-05
32465 32472 1.0981e-05 6.9866e-06 7.6496e-06 1.5879e-05
32472 32474 1.0981e-05 6.9866e-06 7.6496e-06 1.5879e-05
32474 32480 1.0981e-05 6.9866e-06 7.6496e-06 1.5879e-05
32480 32488 1.0981e-05 6.9866e-06 7.6496e-06 1.5879e-05
32488 32492 1.0981e-05 6.9866e-06 7.6496e-06 1.5879e-05
32492 32497 1.0981e-05 6.9866e-06 7.6496e-06 1.5879e-05
32497 32511 9.5738e-06 6.9866e-06 7.6439e-06 1.5705e-05
32511 32520 9.5738e-06 6.9866e-06 7.6439e-06 1.5705e-05
32520 32551 9.5738e-06 6.9866e-06 7.6439e-06 1.5705e-05
32551 32561 9.5738e-06 6.9866e-06 7.6439e-06 1.5705e-05
32561 32576 9.5738e-06 6.9866e-06 7.6439e-06 1.5705e-05
32576 32578 9.5738e-06 6.9866e-06 7.6439e-06 1.5705e-05
32578 32603 9.1201e-06 6.9866e-06 7.6375e-06 1.5666e-05
32603 32604 9.1201e-06 6.9866e-06 7.6375e-06 1.5666e-05
32604 32608 9.1201e-06 6.9866e-06 7.6375e-06 1.5666e-05
32608 32621 9.1201e-06 6.9866e-06 7.6375e-06 1.5666e-05
32621 32627 9.1201e-06 6.9866e-06 7.6375e-06 1.5666e-05
32627 32628 9.1201e-06 6.9866e-06 7.6375e-06 1.5666e-05
32628 32634 9.1201e-06 6.9866e-06 7.6375e-06 1.5666e-05
32634 32651 9.1201e-06 6.9866e-06 7.6375e-06 1.5666e-05
32651 32654 9.1201e-06 6.9866e-06 7.6375e-06 1.5666e-05
32654 32666 9.1201e-06 6.9866e-06 7.6375e-06 1.5666e-05
32666 32672 9.1201e-06 6.9866e-06 7.6375e-06 1.5666e-05
32672 32692 9.1201e-06 6.9866e-06 7.6375e-06 1.5666e-05
32692 32716 9.1201e-06 6.9866e-06 7.6375e-06 1.5666e-05
32716 32727 9.1201e-06 6.9866e-06 7.6375e-06 1.5666e-05
32727 32751 9.1201e-06 6.9866e-06 7.6375e-06 1.5666e-05
32751 32791 9.1201e-06 6.9866e-06 7.6375e-06 1.5666e-05
32791 32792 9.1201e-06 6.9866e-06 7.6375e-06 1.5666e-05
32792 32800 9.1201e-06 6.9866e-06 7.6375e-06 1.5666e-05
32800 32819 9.1201e-06 6.9866e-06 7.6375e-06 1.5666e-05
32819 32825 9.1201e-06 6.9866e-06 7.6375e-06 1.5666e-05
32825 32894 9.1201e-06 6.9866e-06 7.6375e-06 1.5666e-05
32894 32946 9.1201e-06 6.9866e-06 7.6375e-06 1.5666e-05
32946 32962 9.1201e-06 6.9866e-06 7.6375e-06 1.5666e-05
32962 32963 9.1201e-06 6.9866e-06 7.6375e-06 1.5666e-05
32963 33054 9.1201e-06 6.9866e-06 7.6375e-06 1.5666e-05
33054 35394 9.1201e-06 6.9866e-06 7.6375e-06 1.5666e-05
35394 36402 9.1201e-06 6.9866e-06 7.6375e-06 1.5666e-05
36402 36406 9.1201e-06 6.9866e-06 7.6375e-06 1.5666e-05
36406 36409 9.1201e-06 6.9866e-06 7.6375e-06 1.5666e-05
36409 36427 9.1201e-06 6.9866e-06 7.6375e-06 1.5666e-05
36427 36502 9.1201e-06 6.9866e-06 7.6375e-06 1.5666e-05
36502 36577 9.1201e-06 6.9866e-06 7.6375e-06 1.5666e-05
36577 36592 9.1201e-06 6.9866e-06 7.6375e-06 1.5666e-05
36592 36601 9.1201e-06 6.9866e-06 7.6375e-06 1.5666e-05
36601 36681 9.1201e-06 6.9866e-06 7.6375e-06 1.5666e-05
36681 36946 9.1201e-06 6.9866e-06 7.6375e-06 1.5666e-05
36946 36959 9.1201e-06 6.9866e-06 7.6375e-06 1.5666e-05
36959 37163 9.1201e-06 6.9866e-06 7.6375e-06 1.5666e-05
37163 37497 9.1201e-06 6.9866e-06 7.6375e-06 1.5666e-05
