Node	Beg	End
124-2.whole.wo.indels.fasta.chr-8	212919	220260
124-2.whole.wo.indels.fasta.chr-8	253087	253119
124-2.whole.wo.indels.fasta.chr-8	412608	415076
124-2.whole.wo.indels.fasta.chr-8	416447	417398
124-2.whole.wo.indels.fasta.chr-8	1023997	1025822
124-2.whole.wo.indels.fasta.chr-8	1246682	1247441
124-2.whole.wo.indels.fasta.chr-8	1261591	1262726
124-2.whole.wo.indels.fasta.chr-8	1797330	1809211
124-2.whole.wo.indels.fasta.chr-8	2021220	2022236
124-2.whole.wo.indels.fasta.chr-8	2086430	2086760
124-2.whole.wo.indels.fasta.chr-8	2099196	2101097
124-2.whole.wo.indels.fasta.chr-8	2103829	2106186
124-2.whole.wo.indels.fasta.chr-8	2109251	2110508
124-2.whole.wo.indels.fasta.chr-8	2114293	2115899
124-2.whole.wo.indels.fasta.chr-8	2117291	2118894
124-2.whole.wo.indels.fasta.chr-8	2142883	2144628
124-2.whole.wo.indels.fasta.chr-8	2246294	2251478
124-2.whole.wo.indels.fasta.chr-8	2260514	2264577
124-2.whole.wo.indels.fasta.chr-8	2267892	2269635
131-4.whole.wo.indels.fasta.chr-8	213262	220037
131-4.whole.wo.indels.fasta.chr-8	1031127	1031153
131-4.whole.wo.indels.fasta.chr-8	2441276	2441890
132-2.whole.wo.indels.fasta.chr-8	218715	219117
132-2.whole.wo.indels.fasta.chr-8	251961	252051
132-2.whole.wo.indels.fasta.chr-8	1036500	1036634
132-2.whole.wo.indels.fasta.chr-8	1044677	1044705
132-2.whole.wo.indels.fasta.chr-8	2346506	2347316
132-2.whole.wo.indels.fasta.chr-8	2441276	2441768
132-2.whole.wo.indels.fasta.chr-8	2459681	2459976
134-1.whole.wo.indels.fasta.chr-8	213231	214187
134-1.whole.wo.indels.fasta.chr-8	216053	219096
134-1.whole.wo.indels.fasta.chr-8	224875	224893
134-1.whole.wo.indels.fasta.chr-8	2441276	2441842
14-23s.whole.wo.indels.fasta.chr-8	1	12046
14-23s.whole.wo.indels.fasta.chr-8	15453	18091
14-23s.whole.wo.indels.fasta.chr-8	21471	23891
14-23s.whole.wo.indels.fasta.chr-8	27591	33509
14-23s.whole.wo.indels.fasta.chr-8	37940	38458
14-23s.whole.wo.indels.fasta.chr-8	45883	49798
14-23s.whole.wo.indels.fasta.chr-8	51936	115292
14-23s.whole.wo.indels.fasta.chr-8	117738	121664
14-23s.whole.wo.indels.fasta.chr-8	126061	130127
14-23s.whole.wo.indels.fasta.chr-8	132811	176916
14-23s.whole.wo.indels.fasta.chr-8	178404	222147
14-23s.whole.wo.indels.fasta.chr-8	225104	227974
14-23s.whole.wo.indels.fasta.chr-8	232549	253063
14-23s.whole.wo.indels.fasta.chr-8	255386	264855
14-23s.whole.wo.indels.fasta.chr-8	271377	272704
14-23s.whole.wo.indels.fasta.chr-8	274266	280816
14-23s.whole.wo.indels.fasta.chr-8	285215	307300
14-23s.whole.wo.indels.fasta.chr-8	317012	317734
14-23s.whole.wo.indels.fasta.chr-8	389083	390189
14-23s.whole.wo.indels.fasta.chr-8	395663	402170
14-23s.whole.wo.indels.fasta.chr-8	525316	526374
14-23s.whole.wo.indels.fasta.chr-8	542349	543114
14-23s.whole.wo.indels.fasta.chr-8	550294	559618
14-23s.whole.wo.indels.fasta.chr-8	564552	572604
14-23s.whole.wo.indels.fasta.chr-8	573870	580927
14-23s.whole.wo.indels.fasta.chr-8	584748	594117
14-23s.whole.wo.indels.fasta.chr-8	651479	660051
14-23s.whole.wo.indels.fasta.chr-8	664748	668639
14-23s.whole.wo.indels.fasta.chr-8	670985	676897
14-23s.whole.wo.indels.fasta.chr-8	681346	684614
14-23s.whole.wo.indels.fasta.chr-8	687843	689313
14-23s.whole.wo.indels.fasta.chr-8	693323	696729
14-23s.whole.wo.indels.fasta.chr-8	706460	708954
14-23s.whole.wo.indels.fasta.chr-8	718572	721641
14-23s.whole.wo.indels.fasta.chr-8	729425	731965
14-23s.whole.wo.indels.fasta.chr-8	736612	736796
14-23s.whole.wo.indels.fasta.chr-8	759803	760661
14-23s.whole.wo.indels.fasta.chr-8	765125	775808
14-23s.whole.wo.indels.fasta.chr-8	809295	809500
14-23s.whole.wo.indels.fasta.chr-8	811901	814779
14-23s.whole.wo.indels.fasta.chr-8	816272	820415
14-23s.whole.wo.indels.fasta.chr-8	822371	824034
14-23s.whole.wo.indels.fasta.chr-8	830293	830670
14-23s.whole.wo.indels.fasta.chr-8	838542	839392
14-23s.whole.wo.indels.fasta.chr-8	882067	883773
14-23s.whole.wo.indels.fasta.chr-8	887909	889689
14-23s.whole.wo.indels.fasta.chr-8	908779	912477
14-23s.whole.wo.indels.fasta.chr-8	918797	919291
14-23s.whole.wo.indels.fasta.chr-8	923806	924682
14-23s.whole.wo.indels.fasta.chr-8	934145	934929
14-23s.whole.wo.indels.fasta.chr-8	942910	943220
14-23s.whole.wo.indels.fasta.chr-8	949703	955108
14-23s.whole.wo.indels.fasta.chr-8	960514	970438
14-23s.whole.wo.indels.fasta.chr-8	979388	979979
14-23s.whole.wo.indels.fasta.chr-8	991668	992975
14-23s.whole.wo.indels.fasta.chr-8	995287	996513
14-23s.whole.wo.indels.fasta.chr-8	1002733	1012063
14-23s.whole.wo.indels.fasta.chr-8	1020447	1045873
14-23s.whole.wo.indels.fasta.chr-8	1076532	1079324
14-23s.whole.wo.indels.fasta.chr-8	1111785	1113531
14-23s.whole.wo.indels.fasta.chr-8	1116632	1129930
14-23s.whole.wo.indels.fasta.chr-8	2019255	2020473
14-23s.whole.wo.indels.fasta.chr-8	2024441	2025213
14-23s.whole.wo.indels.fasta.chr-8	2102378	2102905
